state,hasc,adm0_a3,_id,type,fips,capital,iso_a2,name,lng,lat
AL,US.AL.BR,USA,USA-AL-01005,County,01005,Clayton,US,"Barbour, Alabama",-85.3938956147233,31.8862175
AL,US.AL.CC,USA,USA-AL-01023,County,01023,Butler,US,"Choctaw, Alabama",-88.28213157288724,31.999659
AL,US.AL.CO,USA,USA-AL-01035,County,01035,Evergreen,US,"Conecuh, Alabama",-86.9435677515148,31.4900965
AL,US.AL.EL,USA,USA-AL-01051,County,01051,Wetumpka,US,"Elmore, Alabama",-86.15139331031398,32.552411000000006
AL,US.AL.HA,USA,USA-AL-01065,County,01065,Greensboro,US,"Hale, Alabama",-87.64135121678763,32.749825
AL,US.AL.PK,USA,USA-AL-01109,County,01109,Troy,US,"Pike, Alabama",-85.92796970232328,31.8452435
AL,US.AL.RU,USA,USA-AL-01113,County,01113,Phenix City,US,"Russell, Alabama",-85.1725558825774,32.279585499999996
AL,US.AL.SH,USA,USA-AL-01117,County,01117,Columbiana,US,"Shelby, Alabama",-86.6485201379528,33.289088500000005
AK,US.AK.AW,USA,USA-AK-02016,County,02016,Unalaska,US,"Aleutians West, Alaska",-176.5900937522636,51.7979415
AZ,US.AZ.MO,USA,USA-AZ-04015,County,04015,Kingman,US,"Mohave, Arizona",-113.99522855489337,35.598948
AR,US.AR.BR,USA,USA-AR-05011,County,05011,Warren,US,"Bradley, Arkansas",-92.16600828697406,33.434172000000004
AR,US.AR.CL,USA,USA-AR-05015,County,05015,"Berryville, Eureka Springs",US,"Carroll, Arkansas",-93.55662756471561,36.3096865
AR,US.AR.CK,USA,USA-AR-05019,County,05019,Arkadelphia,US,"Clark, Arkansas",-93.16240207572875,34.060304
AR,US.AR.CV,USA,USA-AR-05025,County,05025,Rison,US,"Cleveland, Arkansas",-92.1722251491968,33.862719
AR,US.AR.IN,USA,USA-AR-05063,County,05063,Batesville,US,"Independence, Arkansas",-91.58463014623902,35.730986
AR,US.AR.JA,USA,USA-AR-05067,County,05067,Newport,US,"Jackson, Arkansas",-91.20359465454281,35.584950000000006
AR,US.AR.ML,USA,USA-AR-05091,County,05091,Texarkana,US,"Miller, Arkansas",-93.86271410649248,33.3199285
AR,US.AR.UN,USA,USA-AR-05139,County,05139,El Dorado,US,"Union, Arkansas",-92.57957134381964,33.1978295
CA,US.CA.AA,USA,USA-CA-06001,County,06001,Oakland,US,"Alameda, California",-121.86883714995011,37.688598999999996
CA,US.CA.AP,USA,USA-CA-06003,County,06003,Markleeville,US,"Alpine, California",-119.84500512951664,38.638273999999996
CA,US.CA.HU,USA,USA-CA-06023,County,06023,Eureka,US,"Humboldt, California",-123.91655092116957,40.675222000000005
CA,US.CA.LK,USA,USA-CA-06033,County,06033,Lakeport,US,"Lake, California",-122.79305144606502,39.1297335
CA,US.CA.LO,USA,USA-CA-06037,County,06037,Los Angeles,US,"Los Angeles, California",-118.14353134863336,34.264798
CA,US.CA.NE,USA,USA-CA-06057,County,06057,Nevada City,US,"Nevada, California",-121.01116721755685,39.264569
CA,US.CA.SM,USA,USA-CA-06081,County,06081,Redwood City,US,"San Mateo, California",-122.30933133369506,37.4076785
CA,US.CA.SL,USA,USA-CA-06085,County,06085,San Jose,US,"Santa Clara, California",-121.72156410396337,37.1871555
CA,US.CA.YU,USA,USA-CA-06115,County,06115,Marysville,US,"Yuba, California",-121.43910547128522,39.2782125
CO,US.CO.BO,USA,USA-CO-08013,County,08013,Boulder,US,"Boulder, Colorado",-105.34414380091326,40.0942205
CO,US.CO.DT,USA,USA-CO-08029,County,08029,Delta,US,"Delta, Colorado",-107.80233966258967,38.9451945
CO,US.CO.JE,USA,USA-CO-08059,County,08059,Golden,US,"Jefferson, Colorado",-105.24020632711482,39.516739
CO,US.CO.OU,USA,USA-CO-08091,County,08091,Ouray,US,"Ouray, Colorado",-107.72753346346707,38.101580999999996
CT,US.CT.NH,USA,USA-CT-09009,County,09009,"New Haven, Waterbury",US,"New Haven, Connecticut",-72.90303960312406,41.3991035
DC,US.DC.DI,USA,USA-DC-11001,County,11001,Washington,US,"District of Columbia, District of Columbia",-76.99015943970414,38.896311499999996
FL,US.FL.BE,USA,USA-FL-12009,County,12009,Titusville,US,"Brevard, Florida",-80.73413388297315,28.2957845
FL,US.FL.GA,USA,USA-FL-12039,County,12039,Quincy,US,"Gadsden, Florida",-84.63301433673035,30.5532805
FL,US.FL.HG,USA,USA-FL-12055,County,12055,Sebring,US,"Highlands, Florida",-81.30444173031958,27.3351765
FL,US.FL.JE,USA,USA-FL-12065,County,12065,Monticello,US,"Jefferson, Florida",-83.93925190347716,30.377882999999997
FL,US.FL.LO,USA,USA-FL-12073,County,12073,Tallahassee,US,"Leon, Florida",-84.22029585487175,30.483064
FL,US.FL.PU,USA,USA-FL-12107,County,12107,Palatka,US,"Putnam, Florida",-81.78779592865045,29.571718
FL,US.FL.SE,USA,USA-FL-12117,County,12117,Sanford,US,"Seminole, Florida",-81.23898104981043,28.743672500000002
FL,US.FL.TA,USA,USA-FL-12123,County,12123,Perry,US,"Taylor, Florida",-83.60783353528265,29.9955225
FL,US.FL.WS,USA,USA-FL-12133,County,12133,Chipley,US,"Washington, Florida",-85.67307425966735,30.605244
GA,US.GA.BD,USA,USA-GA-13009,County,13009,Milledgeville,US,"Baldwin, Georgia",-83.25054898077755,33.0552515
GA,US.GA.BW,USA,USA-GA-13013,County,13013,Winder,US,"Barrow, Georgia",-83.71060883072673,34.018
GA,US.GA.BO,USA,USA-GA-13027,County,13027,Quitman,US,"Brooks, Georgia",-83.54908643041094,30.8691855
GA,US.GA.CI,USA,USA-GA-13073,County,13073,Appling,US,"Columbia, Georgia",-82.22612194616366,33.5232155
GA,US.GA.EF,USA,USA-GA-13103,County,13103,Springfield,US,"Effingham, Georgia",-81.32383320083605,32.3460365
GA,US.GA.HD,USA,USA-GA-13149,County,13149,Franklin,US,"Heard, Georgia",-85.11250581118321,33.279665
GA,US.GA.LB,USA,USA-GA-13179,County,13179,Hinesville,US,"Liberty, Georgia",-81.52713515791189,31.823898999999997
GA,US.GA.MU,USA,USA-GA-13189,County,13189,Thomson,US,"McDuffie, Georgia",-82.49091894151363,33.4742785
GA,US.GA.MT,USA,USA-GA-13205,County,13205,Camilla,US,"Mitchell, Georgia",-84.17526687264655,31.269229000000003
GA,US.GA.PR,USA,USA-GA-13229,County,13229,Blackshear,US,"Pierce, Georgia",-82.22089316600182,31.3693535
GA,US.GA.TT,USA,USA-GA-13267,County,13267,Reidsville,US,"Tattnall, Georgia",-82.0697894740758,32.06597
GA,US.GA.UN,USA,USA-GA-13291,County,13291,Blairsville,US,"Union, Georgia",-83.96174403552436,34.8129135
GA,US.GA.WY,USA,USA-GA-13305,County,13305,Jesup,US,"Wayne, Georgia",-81.91672998404383,31.577116
GA,US.GA.WI,USA,USA-GA-13319,County,13319,Irwinton,US,"Wilkinson, Georgia",-83.14840412449087,32.7808605
HI,US.HI.KU,USA,USA-HI-15007,County,15007,Lihue,US,"Kauai, Hawaii",-159.55697941939934,22.0509165
ID,US.ID.BS,USA,USA-ID-16015,County,16015,Idaho City,US,"Boise, Idaho",-115.77315917090613,43.9642195
ID,US.ID.CM,USA,USA-ID-16025,County,16025,Fairfield,US,"Camas, Idaho",-114.83348270991806,43.519085000000004
ID,US.ID.CA,USA,USA-ID-16033,County,16033,Dubois,US,"Clark, Idaho",-112.33410116006392,44.2754525
ID,US.ID.EL,USA,USA-ID-16039,County,16039,Mountain Home,US,"Elmore, Idaho",-115.5309106197211,43.394055
ID,US.ID.FA,USA,USA-ID-16041,County,16041,Preston,US,"Franklin, Idaho",-111.84595680263487,42.21557
ID,US.ID.FE,USA,USA-ID-16043,County,16043,Saint Anthony,US,"Fremont, Idaho",-111.42003343889844,44.359222
ID,US.ID.LW,USA,USA-ID-16061,County,16061,Nezperce,US,"Lewis, Idaho",-116.3612369657987,46.2317695
ID,US.ID.VA,USA,USA-ID-16085,County,16085,Cascade,US,"Valley, Idaho",-115.65807991153778,44.680941000000004
IL,US.IL.AL,USA,USA-IL-17003,County,17003,Cairo,US,"Alexander, Illinois",-89.34620629251427,37.153737500000005
IL,US.IL.CO,USA,USA-IL-17031,County,17031,Chicago,US,"Cook, Illinois",-87.7546465816263,41.820762
IL,US.IL.DU,USA,USA-IL-17043,County,17043,Wheaton,US,"DuPage, Illinois",-88.08996982133326,41.8575785
IL,US.IL.LK,USA,USA-IL-17097,County,17097,Waukegan,US,"Lake, Illinois",-88.01446794932195,42.331554
IL,US.IL.MC,USA,USA-IL-17115,County,17115,Decatur,US,"Macon, Illinois",-88.98160881091302,39.867425999999995
IL,US.IL.RO,USA,USA-IL-17161,County,17161,Rock Island,US,"Rock Island, Illinois",-90.30819334003476,41.5530095
IL,US.IL.WL,USA,USA-IL-17197,County,17197,Joliet,US,"Will, Illinois",-87.88895611358265,41.466471
IN,US.IN.DI,USA,USA-IN-18027,County,18027,Washington,US,"Daviess, Indiana",-87.0957463718297,38.7064005
IN,US.IN.HI,USA,USA-IN-18061,County,18061,Corydon,US,"Harrison, Indiana",-86.13492235558093,38.1950655
IN,US.IN.PE,USA,USA-IN-18123,County,18123,Cannelton,US,"Perry, Indiana",-86.6095236973053,38.055693500000004
IN,US.IN.SP,USA,USA-IN-18147,County,18147,Rockport,US,"Spencer, Indiana",-87.01392043213104,37.992784
IN,US.IN.TP,USA,USA-IN-18157,County,18157,Lafayette,US,"Tippecanoe, Indiana",-86.8937090560171,40.399384
IA,US.IA.CY,USA,USA-IA-19041,County,19041,Spencer,US,"Clay, Iowa",-95.15096823875828,43.0824755
IA,US.IA.CN,USA,USA-IA-19045,County,19045,Clinton,US,"Clinton, Iowa",-90.53355550205744,41.871427
IA,US.IA.LE,USA,USA-IA-19111,County,19111,"Fort Madison, Keokuk",US,"Lee, Iowa",-91.53627245181548,40.5897025
IA,US.IA.MR,USA,USA-IA-19135,County,19135,Albia,US,"Monroe, Iowa",-92.86906615070694,41.0298765
KS,US.KS.CA,USA,USA-KS-20025,County,20025,Ashland,US,"Clark, Kansas",-99.81632513524298,37.19160176121165
KS,US.KS.GT,USA,USA-KS-20067,County,20067,Ulysses,US,"Grant, Kansas",-101.30804825650573,37.562353
KS,US.KS.KM,USA,USA-KS-20095,County,20095,Kingman,US,"Kingman, Kansas",-98.13622267384392,37.603429500000004
KS,US.KS.WA,USA,USA-KS-20199,County,20199,Sharon Springs,US,"Wallace, Kansas",-101.7639050386527,38.873602000000005
KY,US.KY.BA,USA,USA-KY-21007,County,21007,Wickliffe,US,"Ballard, Kentucky",-89.0089676257187,37.09361798951425
KY,US.KY.BU,USA,USA-KY-21017,County,21017,Paris,US,"Bourbon, Kentucky",-84.22554189114953,38.218533
KY,US.KY.BR,USA,USA-KY-21031,County,21031,Morgantown,US,"Butler, Kentucky",-86.65852024849539,37.200134000000006
KY,US.KY.ES,USA,USA-KY-21065,County,21065,Irvine,US,"Estill, Kentucky",-83.93187589592782,37.7017245
KY,US.KY.FE,USA,USA-KY-21069,County,21069,Flemingsburg,US,"Fleming, Kentucky",-83.67804973852972,38.3487315
KY,US.KY.HT,USA,USA-KY-21099,County,21099,Munfordville,US,"Hart, Kentucky",-85.90518644194277,37.2948095
KY,US.KY.LU,USA,USA-KY-21125,County,21125,London,US,"Laurel, Kentucky",-84.1147742496922,37.139134999999996
KY,US.KY.LC,USA,USA-KY-21127,County,21127,Louisa,US,"Lawrence, Kentucky",-82.75117472075345,38.080246
KY,US.KY.LS,USA,USA-KY-21131,County,21131,Hyden,US,"Leslie, Kentucky",-83.35793970852404,37.091547500000004
KY,US.KY.MD,USA,USA-KY-21151,County,21151,Richmond,US,"Madison, Kentucky",-84.29130278349308,37.714430500000006
KY,US.KY.NE,USA,USA-KY-21179,County,21179,Bardstown,US,"Nelson, Kentucky",-85.52868514159091,37.7563205
KY,US.KY.OS,USA,USA-KY-21189,County,21189,Booneville,US,"Owsley, Kentucky",-83.68467457828487,37.405775500000004
KY,US.KY.PI,USA,USA-KY-21195,County,21195,Pikeville,US,"Pike, Kentucky",-82.32149320749174,37.4804745
KY,US.KY.TA,USA,USA-KY-21217,County,21217,Campbellsville,US,"Taylor, Kentucky",-85.30275069241537,37.335108
KY,US.KY.WO,USA,USA-KY-21239,County,21239,Versailles,US,"Woodford, Kentucky",-84.7449290957018,38.020093
LA,US.LA.BE,USA,USA-LA-22011,County,22011,De Ridder,US,"Beauregard, Louisiana",-93.31537989764772,30.6675005
LA,US.LA.BI,USA,USA-LA-22013,County,22013,Arcadia,US,"Bienville, Louisiana",-93.0939221170087,32.3700245
LA,US.LA.CW,USA,USA-LA-22021,County,22021,Columbia,US,"Caldwell, Louisiana",-92.09216213992005,32.098713000000004
LA,US.LA.CR,USA,USA-LA-22029,County,22029,Vidalia,US,"Concordia, Louisiana",-91.70008244781302,31.3677705
LA,US.LA.EB,USA,USA-LA-22033,County,22033,Baton Rouge,US,"East Baton Rouge, Louisiana",-91.08704300761526,30.5122535
LA,US.LA.NA,USA,USA-LA-22069,County,22069,Natchitoches,US,"Natchitoches, Louisiana",-93.20607639707325,31.7470005
LA,US.LA.PL,USA,USA-LA-22075,County,22075,Pointe a la Hache,US,"Plaquemines, Louisiana",-89.68060112952145,29.418633
LA,US.LA.PO,USA,USA-LA-22077,County,22077,New Roads,US,"Pointe Coupee, Louisiana",-91.67444427060184,30.752858500000002
LA,US.LA.RI,USA,USA-LA-22083,County,22083,Rayville,US,"Richland, Louisiana",-91.7334369040849,32.409828000000005
LA,US.LA.SE,USA,USA-LA-22087,County,22087,Chalmette,US,"Saint Bernard, Louisiana",-89.60742293360903,29.8512375
LA,US.LA.SR,USA,USA-LA-22099,County,22099,Saint Martinville,US,"Saint Martin, Louisiana",-91.77607299904685,30.26871
ME,US.ME.LI,USA,USA-ME-23015,County,23015,Wiscasset,US,"Lincoln, Maine",-69.5352334048954,44.061757
MD,US.MD.AN,USA,USA-MD-24003,County,24003,Annapolis,US,"Anne Arundel, Maryland",-76.5906625747752,38.9761215
MD,US.MD.PR,USA,USA-MD-24033,County,24033,Upper Marlboro,US,"Prince George's, Maryland",-76.84316207010686,38.830906999999996
MD,US.MD.WA,USA,USA-MD-24043,County,24043,Hagerstown,US,"Washington, Maryland",-77.72059087547333,39.523568499999996
MA,US.MA.FR,USA,USA-MA-25011,County,25011,Greenfield,US,"Franklin, Massachusetts",-72.5661171017926,42.5234805
MA,US.MA.MI,USA,USA-MA-25017,County,25017,Cambridge,US,"Middlesex, Massachusetts",-71.29088670045913,42.455602
MI,US.MI.MB,USA,USA-MI-26099,County,26099,Mount Clemens,US,"Macomb, Michigan",-82.91147164174966,42.678209531315304
MI,US.MI.OO,USA,USA-MI-26135,County,26135,Mio,US,"Oscoda, Michigan",-84.12937899929548,44.682001
MI,US.MI.SA,USA,USA-MI-26147,County,26147,Port Huron,US,"Saint Clair, Michigan",-82.6056843745339,42.830479
MI,US.MI.SR,USA,USA-MI-26153,County,26153,Manistique,US,"Schoolcraft, Michigan",-86.17772546589768,46.0631198251885
MN,US.MN.HE,USA,USA-MN-27053,County,27053,Minneapolis,US,"Hennepin, Minnesota",-93.48609952550869,45.0066645
MN,US.MN.LO,USA,USA-MN-27077,County,27077,Baudette,US,"Lake of the Woods, Minnesota",-94.88987941673332,48.868674999999996
MN,US.MN.MS,USA,USA-MN-27089,County,27089,Warren,US,"Marshall, Minnesota",-96.37222753952364,48.3592955
MN,US.MN.MU,USA,USA-MN-27101,County,27101,Slayton,US,"Murray, Minnesota",-95.76334358793522,44.0223
MN,US.MN.RN,USA,USA-MN-27129,County,27129,Olivia,US,"Renville, Minnesota",-94.9676069975358,44.6716555
MN,US.MN.SC,USA,USA-MN-27139,County,27139,Shakopee,US,"Scott, Minnesota",-93.50255280600877,44.681048000000004
MS,US.MS.AT,USA,USA-MS-28007,County,28007,Kosciusko,US,"Attala, Mississippi",-89.57090084688969,33.090554
MS,US.MS.OK,USA,USA-MS-28105,County,28105,Starkville,US,"Oktibbeha, Mississippi",-88.87925170551661,33.396545
MS,US.MS.TU,USA,USA-MS-28143,County,28143,Tunica,US,"Tunica, Mississippi",-90.35262946136062,34.653003999999996
MS,US.MS.YZ,USA,USA-MS-28163,County,28163,Yazoo City,US,"Yazoo, Mississippi",-90.36156217266819,32.761723
MO,US.MO.BE,USA,USA-MO-29023,County,29023,Poplar Bluff,US,"Butler, Missouri",-90.39036795272429,36.709843
MO,US.MO.CM,USA,USA-MO-29029,County,29029,Camdenton,US,"Camden, Missouri",-92.79123383268899,38.029635999999996
MO,US.MO.CG,USA,USA-MO-29031,County,29031,Jackson,US,"Cape Girardeau, Missouri",-89.64543688312347,37.369566500000005
MO,US.MO.CL,USA,USA-MO-29033,County,29033,Carrollton,US,"Carroll, Missouri",-93.43941207252911,39.4136005
MO,US.MO.PR,USA,USA-MO-29157,County,29157,Perryville,US,"Perry, Missouri",-89.83326607137624,37.73149050000001
MO,US.MO.SL,USA,USA-MO-29189,County,29189,Clayton,US,"Saint Louis, Missouri",-90.52325158078644,38.616727
MO,US.MO.SO,USA,USA-MO-29199,County,29199,Memphis,US,"Scotland, Missouri",-92.14820872361915,40.471889093724656
MO,US.MO.SD,USA,USA-MO-29207,County,29207,Bloomfield,US,"Stoddard, Missouri",-89.97536264247739,36.876258
MT,US.MT.CS,USA,USA-MT-30013,County,30013,Great Falls,US,"Cascade, Montana",-111.41686482554861,47.2733415
MT,US.MT.CH,USA,USA-MT-30015,County,30015,Fort Benton,US,"Chouteau, Montana",-110.47295286417474,47.867489
MT,US.MT.DE,USA,USA-MT-30023,County,30023,Anaconda,US,"Deer Lodge, Montana",-113.09718345518083,46.012127500000005
MT,US.MT.FL,USA,USA-MT-30029,County,30029,Kalispell,US,"Flathead, Montana",-114.09334287865991,48.2998295
MT,US.MT.LA,USA,USA-MT-30047,County,30047,Polson,US,"Lake, Montana",-114.13118409092002,47.5964455
MT,US.MT.MA,USA,USA-MT-30057,County,30057,Virginia City,US,"Madison, Montana",-111.9169669632397,45.219515
MT,US.MT.PL,USA,USA-MT-30077,County,30077,Deer Lodge,US,"Powell, Montana",-113.04932429249033,47.005618999999996
MT,US.MT.RS,USA,USA-MT-30087,County,30087,Forsyth,US,"Rosebud, Montana",-106.56537540670169,46.0021195
MT,US.MT.VA,USA,USA-MT-30105,County,30105,Glasgow,US,"Valley, Montana",-106.5324526925813,48.3495815
NE,US.NE.FI,USA,USA-NE-31059,County,31059,Geneva,US,"Fillmore, Nebraska",-97.59649573852121,40.524541
NE,US.NE.LG,USA,USA-NE-31113,County,31113,Stapleton,US,"Logan, Nebraska",-100.48181901427193,41.566636
NE,US.NE.TO,USA,USA-NE-31171,County,31171,Thedford,US,"Thomas, Nebraska",-100.55541652306907,41.9132755
NJ,US.NJ.CM,USA,USA-NJ-34007,County,34007,Camden,US,"Camden, New Jersey",-74.98914120368697,39.7982215
NJ,US.NJ.ES,USA,USA-NJ-34013,County,34013,Newark,US,"Essex, New Jersey",-74.25651581470385,40.789792
NJ,US.NJ.HN,USA,USA-NJ-34019,County,34019,Flemington,US,"Hunterdon, New Jersey",-74.9120212316378,40.5547885
NJ,US.NJ.MI,USA,USA-NJ-34023,County,34023,New Brunswick,US,"Middlesex, New Jersey",-74.4080902905281,40.425074499999994
NJ,US.NJ.WA,USA,USA-NJ-34041,County,34041,Belvidere,US,"Warren, New Jersey",-74.9563621098186,40.842121
NM,US.NM.HA,USA,USA-NM-35021,County,35021,Mosquero,US,"Harding, New Mexico",-103.87259176296809,35.804182499999996
NM,US.NM.SI,USA,USA-NM-35051,County,35051,Truth or Consequences,US,"Sierra, New Mexico",-107.10716025398276,33.0447155
NY,US.NY.CQ,USA,USA-NY-36013,County,36013,Mayville,US,"Chautauqua, New York",-79.38232679139668,42.2927455
NY,US.NY.CL,USA,USA-NY-36019,County,36019,Plattsburgh,US,"Clinton, New York",-73.67649532269941,44.725452
NY,US.NY.ER,USA,USA-NY-36029,County,36029,Buffalo,US,"Erie, New York",-78.67576203654141,42.7588595
NY,US.NY.HE,USA,USA-NY-36043,County,36043,Herkimer,US,"Herkimer, New York",-74.95399374317368,43.4132515
NY,US.NY.MA,USA,USA-NY-36053,County,36053,Wampsville,US,"Madison, New York",-75.72884016791632,42.984244000000004
NY,US.NY.OD,USA,USA-NY-36065,County,36065,Utica,US,"Oneida, New York",-75.49341849413398,43.2379325
NY,US.NY.OO,USA,USA-NY-36077,County,36077,Cooperstown,US,"Otsego, New York",-74.98488535935249,42.615838
NY,US.NY.QU,USA,USA-NY-36081,County,36081,Jamaica,US,"Queens, New York",-73.79384037052682,40.667507
NY,US.NY.WS,USA,USA-NY-36115,County,36115,Hudson Falls,US,"Washington, New York",-73.43398890553979,43.4074000631046
NC,US.NC.CL,USA,USA-NC-37027,County,37027,Lenoir,US,"Caldwell, North Carolina",-81.55884620846612,35.937268
NC,US.NC.DE,USA,USA-NC-37055,County,37055,Manteo,US,"Dare, North Carolina",-75.86261493380718,35.773718
NC,US.NC.DV,USA,USA-NC-37059,County,37059,Mocksville,US,"Davie, North Carolina",-80.53719577348562,35.903293500000004
NC,US.NC.FR,USA,USA-NC-37069,County,37069,Louisburg,US,"Franklin, North Carolina",-78.32700072299299,36.051241000000005
NC,US.NC.HL,USA,USA-NC-37083,County,37083,Halifax,US,"Halifax, North Carolina",-77.6830719473694,36.254844500000004
NC,US.NC.HW,USA,USA-NC-37087,County,37087,Waynesville,US,"Haywood, North Carolina",-82.96607141962633,35.545479
NC,US.NC.HO,USA,USA-NC-37093,County,37093,Raeford,US,"Hoke, North Carolina",-79.24471561957877,35.0110835
NC,US.NC.MW,USA,USA-NC-37111,County,37111,Marion,US,"McDowell, North Carolina",-82.04685046667201,35.754603
NC,US.NC.MI,USA,USA-NC-37121,County,37121,Bakersville,US,"Mitchell, North Carolina",-82.12553827279666,35.9905765
NC,US.NC.NA,USA,USA-NC-37127,County,37127,Nashville,US,"Nash, North Carolina",-77.96803348391032,35.982608
NC,US.NC.RB,USA,USA-NC-37155,County,37155,Lumberton,US,"Robeson, North Carolina",-79.1433607774869,34.62604957423645
NC,US.NC.TR,USA,USA-NC-37175,County,37175,Brevard,US,"Transylvania, North Carolina",-82.77251004572125,35.222170500000004
NC,US.NC.YN,USA,USA-NC-37199,County,37199,Burnsville,US,"Yancey, North Carolina",-82.28859645353177,35.87585
ND,US.ND.GT,USA,USA-ND-38037,County,38037,Carson,US,"Grant, North Dakota",-101.5480017845608,46.328036499999996
ND,US.ND.SI,USA,USA-ND-38085,County,38085,Fort Yates,US,"Sioux, North Dakota",-100.89488220576976,46.187792
ND,US.ND.WL,USA,USA-ND-38099,County,38099,Grafton,US,"Walsh, North Dakota",-97.72065949454968,48.3679465
ND,US.ND.WI,USA,USA-ND-38105,County,38105,Williston,US,"Williams, North Dakota",-103.43711997857609,48.259546
OH,US.OH.CU,USA,USA-OH-39035,County,39035,Cleveland,US,"Cuyahoga, Ohio",-81.68025457868606,41.4643655
OH,US.OH.DF,USA,USA-OH-39039,County,39039,Defiance,US,"Defiance, Ohio",-84.51607645682996,41.34865875623395
OH,US.OH.ER,USA,USA-OH-39043,County,39043,Sandusky,US,"Erie, Ohio",-82.70498120917284,41.40357
OH,US.OH.PA,USA,USA-OH-39125,County,39125,Paulding,US,"Paulding, Ohio",-84.57256498270917,41.078108
OK,US.OK.JA,USA,USA-OK-40065,County,40065,Altus,US,"Jackson, Oklahoma",-99.37722158416025,34.602646
OK,US.OK.LE,USA,USA-OK-40079,County,40079,Poteau,US,"Le Flore, Oklahoma",-94.68692546099295,35.0002455
OK,US.OK.WG,USA,USA-OK-40145,County,40145,Wagoner,US,"Wagoner, Oklahoma",-95.51765521498865,35.9479665
OR,US.OR.CC,USA,USA-OR-41005,County,41005,Oregon City,US,"Clackamas, Oregon",-122.24888661962575,45.1714235
OR,US.OR.GI,USA,USA-OR-41021,County,41021,Condon,US,"Gilliam, Oregon",-120.24730085549862,45.441249
OR,US.OR.KL,USA,USA-OR-41035,County,41035,Klamath Falls,US,"Klamath, Oregon",-121.81621949341742,42.871613499999995
OR,US.OR.LE,USA,USA-OR-41039,County,41039,Eugene,US,"Lane, Oregon",-122.74989831830192,43.8645689992905
OR,US.OR.LN,USA,USA-OR-41043,County,41043,Albany,US,"Linn, Oregon",-122.5261313750398,44.4950095
OR,US.OR.ML,USA,USA-OR-41045,County,41045,Vale,US,"Malheur, Oregon",-117.62751287333367,43.29772276577335
OR,US.OR.MU,USA,USA-OR-41051,County,41051,Portland,US,"Multnomah, Oregon",-122.67089298023413,45.580606
OR,US.OR.SH,USA,USA-OR-41055,County,41055,Moro,US,"Sherman, Oregon",-120.68452475292483,45.412249
PA,US.PA.CN,USA,USA-PA-42035,County,42035,Lock Haven,US,"Clinton, Pennsylvania",-77.62343305578162,41.2225085
PA,US.PA.GR,USA,USA-PA-42059,County,42059,Waynesburg,US,"Greene, Pennsylvania",-80.22101965242469,39.874787999999995
PA,US.PA.IN,USA,USA-PA-42063,County,42063,Indiana,US,"Indiana, Pennsylvania",-79.107569892812,40.623711
PA,US.PA.JU,USA,USA-PA-42067,County,42067,Mifflintown,US,"Juniata, Pennsylvania",-77.5499637464348,40.449456999999995
PA,US.PA.MG,USA,USA-PA-42091,County,42091,Norristown,US,"Montgomery, Pennsylvania",-75.36470449357488,40.2154885
PA,US.PA.SO,USA,USA-PA-42111,County,42111,Somerset,US,"Somerset, Pennsylvania",-79.05360793866313,39.9704755
SC,US.SC.AL,USA,USA-SC-45005,County,45005,Allendale,US,"Allendale, South Carolina",-81.36285974679637,32.9487695
SC,US.SC.CK,USA,USA-SC-45021,County,45021,Gaffney,US,"Cherokee, South Carolina",-81.63456046792982,35.0110995
SC,US.SC.CF,USA,USA-SC-45025,County,45025,Chesterfield,US,"Chesterfield, South Carolina",-80.09786467857916,34.569480999999996
SC,US.SC.GV,USA,USA-SC-45045,County,45045,Greenville,US,"Greenville, South Carolina",-82.34857818239533,34.845838
SC,US.SC.HA,USA,USA-SC-45049,County,45049,Hampton,US,"Hampton, South Carolina",-81.10174450785642,32.7832475
SC,US.SC.JA,USA,USA-SC-45053,County,45053,Ridgeland,US,"Jasper, South Carolina",-81.0089869573925,32.4010775
SC,US.SC.LX,USA,USA-SC-45063,County,45063,Lexington,US,"Lexington, South Carolina",-81.28608096287539,33.9225835
SC,US.SC.YO,USA,USA-SC-45091,County,45091,York,US,"York, South Carolina",-81.1859586291343,34.9937345
SD,US.SD.MD,USA,USA-SD-46093,County,46093,Sturgis,US,"Meade, South Dakota",-102.78447084236568,44.557880499999996
SD,US.SD.ML,USA,USA-SD-46095,County,46095,White River,US,"Mellette, South Dakota",-100.72956624175568,43.5874545
SD,US.SD.PN,USA,USA-SD-46103,County,46103,Rapid City,US,"Pennington, South Dakota",-103.03062573865236,44.0673565
TN,US.TN.BN,USA,USA-TN-47005,County,47005,Camden,US,"Benton, Tennessee",-88.0856953676617,36.08349
TN,US.TN.CM,USA,USA-TN-47013,County,47013,Jacksboro,US,"Campbell, Tennessee",-84.13498241798783,36.386226
TN,US.TN.CT,USA,USA-TN-47019,County,47019,Elizabethton,US,"Carter, Tennessee",-82.15705903725632,36.310224
TN,US.TN.CE,USA,USA-TN-47029,County,47029,Newport,US,"Cocke, Tennessee",-83.09784648030127,35.9548218966498
TN,US.TN.CK,USA,USA-TN-47033,County,47033,Alamo,US,"Crockett, Tennessee",-89.18250876950299,35.8359545
TN,US.TN.FE,USA,USA-TN-47049,County,47049,Jamestown,US,"Fentress, Tennessee",-84.9254890679691,36.359549
TN,US.TN.HN,USA,USA-TN-47081,County,47081,Centerville,US,"Hickman, Tennessee",-87.47492300868973,35.783873
