state,hasc,adm0_a3,_id,type,fips,capital,iso_a2,name,lng,lat
AL,US.AL.RA,USA,USA-AL-01111,County,01111,Wedowee,US,"Randolph, Alabama",-85.45267213472344,33.217760274438945
AL,US.AL.TU,USA,USA-AL-01125,County,01125,Tuscaloosa,US,"Tuscaloosa, Alabama",-87.50048815395526,33.3137995
AK,US.AK.AE,USA,USA-AK-02013,County,02013,Sand Point,US,"Aleutians East, Alaska",-164.03885285401748,54.7210175
IA,US.IA.MO,USA,USA-IA-19133,County,19133,Onawa,US,"Monona, Iowa",-95.960070599136,42.0403136226645
IA,US.IA.PM,USA,USA-IA-19149,County,19149,Le Mars,US,"Plymouth, Iowa",-96.24593643364267,42.731284
MA,US.MA.HD,USA,USA-MA-25013,County,25013,Springfield,US,"Hampden, Massachusetts",-72.62908776938495,42.172549000000004
MI,US.MI.AC,USA,USA-MI-26001,County,26001,Harrisville,US,"Alcona, Michigan",-83.58259185393254,44.685008499999995
GA,US.GA.FL,USA,USA-GA-13115,County,13115,Rome,US,"Floyd, Georgia",-85.19930790871106,34.312702747213294
GA,US.GA.GI,USA,USA-GA-13123,County,13123,Ellijay,US,"Gilmer, Georgia",-84.45435620813862,34.6945105
AK,US.AK.BR,USA,USA-AK-02060,County,02060,Naknek,US,"Bristol Bay, Alaska",-156.69060335109236,58.750251000000006
AK,US.AK.DE,USA,USA-AK-02068,County,02068,Healy,US,"Denali, Alaska",-149.91740249746397,63.566640500000005
AK,US.AK.NW,USA,USA-AK-02188,County,02188,Kotzebue,US,"Northwest Arctic, Alaska",-157.96345267982645,66.8615495
AK,US.AK.SW,USA,USA-AK-02230,County,02230,Skagway,US,"Skagway, Alaska",-135.33606218089233,59.5935535
AK,US.AK.WG,USA,USA-AK-02275,County,02275,Wrangell,US,"Wrangell, Alaska",-131.67550223912843,56.263687
IA,US.IA.PK,USA,USA-IA-19153,County,19153,Des Moines,US,"Polk, Iowa",-93.5816060899225,41.732126
IA,US.IA.SI,USA,USA-IA-19167,County,19167,Orange City,US,"Sioux, Iowa",-96.15959837157311,43.087399094707
IA,US.IA.TM,USA,USA-IA-19171,County,19171,Toledo,US,"Tama, Iowa",-92.53257336932838,42.03645950000001
MI,US.MI.AL,USA,USA-MI-26005,County,26005,Allegan,US,"Allegan, Michigan",-85.89082341604487,42.5374885
MI,US.MI.AN,USA,USA-MI-26009,County,26009,Bellaire,US,"Antrim, Michigan",-85.11605890390749,45.0248045
GA,US.GA.GS,USA,USA-GA-13125,County,13125,Gibson,US,"Glascock, Georgia",-82.6255758510839,33.221723
GA,US.GA.GO,USA,USA-GA-13129,County,13129,Calhoun,US,"Gordon, Georgia",-84.8719092480787,34.502721
AZ,US.AZ.CH,USA,USA-AZ-04003,County,04003,Bisbee,US,"Cochise, Arizona",-109.75000231722194,32.078722
AZ,US.AZ.NA,USA,USA-AZ-04017,County,04017,Holbrook,US,"Navajo, Arizona",-110.29743823584172,35.170142999999996
AR,US.AR.CY,USA,USA-AR-05021,County,05021,"Corning, Piggott",US,"Clay, Arkansas",-90.41119080631753,36.352091
AR,US.AR.CB,USA,USA-AR-05023,County,05023,Heber Springs,US,"Cleburne, Arkansas",-92.01787215842288,35.619523
IA,US.IA.VA,USA,USA-IA-19177,County,19177,Keosauqua,US,"Van Buren, Iowa",-91.94868067839528,40.713592
IA,US.IA.WR,USA,USA-IA-19181,County,19181,Indianola,US,"Warren, Iowa",-93.55899177838816,41.32193650000001
IA,US.IA.WY,USA,USA-IA-19185,County,19185,Corydon,US,"Wayne, Iowa",-93.32708139655847,40.7411545
IA,US.IA.WE,USA,USA-IA-19187,County,19187,Fort Dodge,US,"Webster, Iowa",-94.16461545128038,42.341053
CA,US.CA.FR,USA,USA-CA-06019,County,06019,Fresno,US,"Fresno, California",-119.63368713306869,36.753910000000005
CO,US.CO.ME,USA,USA-CO-08077,County,08077,Grand Junction,US,"Mesa, Colorado",-108.57964331641296,38.9451945
FL,US.FL.OR,USA,USA-FL-12095,County,12095,Orlando,US,"Orange, Florida",-81.29554063286761,28.573853999999997
MI,US.MI.AR,USA,USA-MI-26011,County,26011,Standish,US,"Arenac, Michigan",-83.92186736539418,44.034622999999996
MI,US.MI.BN,USA,USA-MI-26021,County,26021,Saint Joseph,US,"Berrien, Michigan",-86.38559244612446,42.0068625
GA,US.GA.JF,USA,USA-GA-13161,County,13161,Hazlehurst,US,"Jeff Davis, Georgia",-82.66059951690006,31.8279615
GA,US.GA.JH,USA,USA-GA-13167,County,13167,Wrightsville,US,"Johnson, Georgia",-82.64239700226672,32.6741875
AR,US.AR.CG,USA,USA-AR-05031,County,05031,"Jonesboro, Lake City",US,"Craighead, Arkansas",-90.66111426110164,35.794644000000005
AR,US.AR.CO,USA,USA-AR-05037,County,05037,Wynne,US,"Cross, Arkansas",-90.77200832082404,35.2512225
AR,US.AR.FR,USA,USA-AR-05047,County,05047,"Charleston, Ozark",US,"Franklin, Arkansas",-93.87587886169604,35.486936
KS,US.KS.CK,USA,USA-KS-20021,County,20021,Columbus,US,"Cherokee, Kansas",-94.84611330893438,37.197605962727295
KS,US.KS.CN,USA,USA-KS-20023,County,20023,Saint Francis,US,"Cheyenne, Kansas",-101.73161616190427,39.7882112555469
KS,US.KS.CY,USA,USA-KS-20027,County,20027,Clay Center,US,"Clay, Kansas",-97.16450867355857,39.4362055
KS,US.KS.CL,USA,USA-KS-20035,County,20035,Winfield,US,"Cowley, Kansas",-96.83736671593667,37.1509205
FL,US.FL.SM,USA,USA-FL-12119,County,12119,Bushnell,US,"Sumter, Florida",-82.10457446366362,28.6309815
GA,US.GA.LG,USA,USA-GA-13183,County,13183,Ludowici,US,"Long, Georgia",-81.7956042732672,31.775794
MI,US.MI.DI,USA,USA-MI-26043,County,26043,Iron Mountain,US,"Dickinson, Michigan",-87.86707600310629,45.95385443140245
MI,US.MI.GE,USA,USA-MI-26049,County,26049,Flint,US,"Genesee, Michigan",-83.69140167048647,43.006607
GA,US.GA.LE,USA,USA-GA-13177,County,13177,Leesburg,US,"Lee, Georgia",-84.13839090852349,31.776198
WV,US.WV.BB,USA,USA-WV-54001,County,54001,Philippi,US,"Barbour, West Virginia",-80.02912961860036,39.1234025
KY,US.KY.RW,USA,USA-KY-21205,County,21205,Morehead,US,"Rowan, Kentucky",-83.43898411481032,38.206752
WA,US.WA.OK,USA,USA-WA-53047,County,53047,Okanogan,US,"Okanogan, Washington",-119.7432400615308,48.475359499999996
KY,US.KY.ME,USA,USA-KY-21165,County,21165,Frenchburg,US,"Menifee, Kentucky",-83.61148767048611,37.933609
FL,US.FL.DU,USA,USA-FL-12031,County,12031,Jacksonville,US,"Duval, Florida",-81.69639102968941,30.3143005
AR,US.AR.GL,USA,USA-AR-05051,County,05051,Hot Springs National Park,US,"Garland, Arkansas",-93.10629057669419,34.576327
AR,US.AR.GE,USA,USA-AR-05055,County,05055,Paragould,US,"Greene, Arkansas",-90.52665955399013,36.1192475
KS,US.KS.DK,USA,USA-KS-20041,County,20041,Abilene,US,"Dickinson, Kansas",-97.14935885844721,38.892238500000005
KS,US.KS.SN,USA,USA-KS-20177,County,20177,Topeka,US,"Shawnee, Kansas",-95.72357316484931,38.9619855
MI,US.MI.KN,USA,USA-MI-26081,County,26081,Grand Rapids,US,"Kent, Michigan",-85.54842914910566,42.944335499999994
MN,US.MN.BT,USA,USA-MN-27007,County,27007,Bemidji,US,"Beltrami, Minnesota",-94.83479411480643,47.995368
CO,US.CO.OT,USA,USA-CO-08089,County,08089,La Junta,US,"Otero, Colorado",-103.73107878503973,37.924022
PR,,USA,USA-PR-72083,County,72083,,US,"Las Marías, Puerto Rico",-66.98256438889436,18.239182999999997
PR,,USA,USA-PR-72085,County,72085,,US,"Las Piedras, Puerto Rico",-65.86768846376233,18.187709499999997
AR,US.AR.IZ,USA,USA-AR-05065,County,05065,Melbourne,US,"Izard, Arkansas",-91.88828791045762,36.060683999999995
AR,US.AR.JO,USA,USA-AR-05071,County,05071,Clarksville,US,"Johnson, Arkansas",-93.46339787639971,35.533805
KS,US.KS.WB,USA,USA-KS-20197,County,20197,Alma,US,"Wabaunsee, Kansas",-96.22400770880785,38.956615
KS,US.KS.WY,USA,USA-KS-20209,County,20209,Kansas City,US,"Wyandotte, Kansas",-94.75614912266369,39.087181
CT,US.CT.HA,USA,USA-CT-09003,County,09003,Hartford,US,"Hartford, Connecticut",-72.73206895359951,41.7350405
CT,US.CT.WI,USA,USA-CT-09015,County,09015,"Putnam, Willimantic",US,"Windham, Connecticut",-71.97628789219007,41.795047
PR,,USA,USA-PR-72089,County,72089,,US,"Luquillo, Puerto Rico",-65.71734209589249,18.3351465
PR,,USA,USA-PR-72093,County,72093,,US,"Maricao, Puerto Rico",-66.94633198260792,18.172180500000003
AR,US.AR.LC,USA,USA-AR-05079,County,05079,Star City,US,"Lincoln, Arkansas",-91.7093326503273,33.9879075
AR,US.AR.LG,USA,USA-AR-05083,County,05083,"Booneville, Paris",US,"Logan, Arkansas",-93.65410954578675,35.2226045
KY,US.KY.BO,USA,USA-KY-21015,County,21015,Burlington,US,"Boone, Kentucky",-84.73022812292434,38.944871000000006
KY,US.KY.BD,USA,USA-KY-21019,County,21019,Catlettsburg,US,"Boyd, Kentucky",-82.6956042428132,38.3682615
FL,US.FL.BO,USA,USA-FL-12011,County,12011,Fort Lauderdale,US,"Broward, Florida",-80.48815331318738,26.1194445
FL,US.FL.CH,USA,USA-FL-12015,County,12015,Punta Gorda,US,"Charlotte, Florida",-81.83044005938308,26.902288
PR,,USA,USA-PR-72095,County,72095,,US,"Maunabo, Puerto Rico",-65.9178254494768,18.022122500000002
PR,,USA,USA-PR-72101,County,72101,,US,"Morovis, Puerto Rico",-66.41216110867367,18.3212735
AR,US.AR.MN,USA,USA-AR-05089,County,05089,Yellville,US,"Marion, Arkansas",-92.70997944799265,36.2778695
AR,US.AR.SI,USA,USA-AR-05123,County,05123,Forrest City,US,"Saint Francis, Arkansas",-90.72349871510521,35.073342
KY,US.KY.CE,USA,USA-KY-21039,County,21039,Bardwell,US,"Carlisle, Kentucky",-88.96893249696862,36.881446499999996
FL,US.FL.CL,USA,USA-FL-12021,County,12021,East Naples,US,"Collier, Florida",-81.34433897597947,26.164070000000002
FL,US.FL.JA,USA,USA-FL-12063,County,12063,Marianna,US,"Jackson, Florida",-85.17596918746156,30.769524
PR,,USA,USA-PR-72103,County,72103,,US,"Naguabo, Puerto Rico",-65.75697862310867,18.2333705
PR,,USA,USA-PR-72105,County,72105,,US,"Naranjito, Puerto Rico",-66.24709940469845,18.2914715
AR,US.AR.SC,USA,USA-AR-05127,County,05127,Waldron,US,"Scott, Arkansas",-94.07972346533744,34.838776499999994
AR,US.AR.ST,USA,USA-AR-05137,County,05137,Mountain View,US,"Stone, Arkansas",-92.21806227083803,35.9217315
KY,US.KY.CH,USA,USA-KY-21047,County,21047,Hopkinsville,US,"Christian, Kentucky",-87.47589793701921,36.922644500000004
KY,US.KY.GL,USA,USA-KY-21077,County,21077,Warsaw,US,"Gallatin, Kentucky",-84.89649332773749,38.7433303327672
FL,US.FL.LF,USA,USA-FL-12067,County,12067,Mayo,US,"Lafayette, Florida",-83.20490310547748,30.049228999999997
FL,US.FL.MN,USA,USA-FL-12081,County,12081,Bradenton,US,"Manatee, Florida",-82.36093471686712,27.41207598854805
PR,,USA,USA-PR-72111,County,72111,,US,"Peñuelas, Puerto Rico",-66.71936152209953,18.051842
PR,,USA,USA-PR-72117,County,72117,,US,"Rincón, Puerto Rico",-67.23507389818919,18.339682
AR,US.AR.VA,USA,USA-AR-05141,County,05141,Clinton,US,"Van Buren, Arkansas",-92.5275388128801,35.630697
CA,US.CA.MC,USA,USA-CA-06049,County,06049,Alturas,US,"Modoc, California",-120.72367490192985,41.480138
CA,US.CA.SZ,USA,USA-CA-06087,County,06087,Santa Cruz,US,"Santa Cruz, California",-122.01696429151478,37.0588755
CA,US.CA.TE,USA,USA-CA-06103,County,06103,Red Bluff,US,"Tehama, California",-122.21262439488872,40.1260065
CA,US.CA.VE,USA,USA-CA-06111,County,06111,Ventura,US,"Ventura, California",-119.11850405862731,34.6162355
CO,US.CO.BA,USA,USA-CO-08009,County,08009,Springfield,US,"Baca, Colorado",-102.56307959214854,37.19089343330735
CO,US.CO.BE,USA,USA-CO-08011,County,08011,Las Animas,US,"Bent, Colorado",-103.0714467962497,38.044749499999995
KY,US.KY.GT,USA,USA-KY-21081,County,21081,Williamstown,US,"Grant, Kentucky",-84.64242098541314,38.6695265
KY,US.KY.GN,USA,USA-KY-21087,County,21087,Greensburg,US,"Green, Kentucky",-85.55801859577355,37.2948095
FL,US.FL.PL,USA,USA-FL-12099,County,12099,West Palm Beach,US,"Palm Beach, Florida",-80.45940281322217,26.682843
GA,US.GA.BS,USA,USA-GA-13011,County,13011,Homer,US,"Banks, Georgia",-83.52132008220173,34.3369285
PR,,USA,USA-PR-72123,County,72123,,US,"Salinas, Puerto Rico",-66.27167513190636,18.003321
PR,,USA,USA-PR-72129,County,72129,,US,"San Lorenzo, Puerto Rico",-65.97574165716344,18.15444
AL,US.AL.AU,USA,USA-AL-01001,County,01001,Prattville,US,"Autauga, Alabama",-86.65316605041116,32.516217
AK,US.AK.KG,USA,USA-AK-02130,County,02130,Ketchikan,US,"Ketchikan Gateway, Alaska",-130.4983875576092,55.565329500000004
CO,US.CO.BR,USA,USA-CO-08014,County,08014,Broomfield,US,"Broomfield, Colorado",-105.03508030277303,39.967179
CO,US.CO.CE,USA,USA-CO-08017,County,08017,Cheyenne Wells,US,"Cheyenne, Colorado",-102.60472651899047,38.8675885
CO,US.CO.EL,USA,USA-CO-08041,County,08041,Colorado Springs,US,"El Paso, Colorado",-104.5624169408637,38.834125
NC,US.NC.WR,USA,USA-NC-37185,County,37185,Warrenton,US,"Warren, North Carolina",-78.10565176611803,36.34426
NC,US.NC.WI,USA,USA-NC-37187,County,37187,Plymouth,US,"Washington, North Carolina",-76.57623747986085,35.843311
KY,US.KY.CW,USA,USA-KY-21035,County,21035,Murray,US,"Calloway, Kentucky",-88.26955881338114,36.60939
KY,US.KY.CO,USA,USA-KY-21053,County,21053,Albany,US,"Clinton, Kentucky",-85.12574931393468,36.750097499999995
KY,US.KY.FR,USA,USA-KY-21073,County,21073,Frankfort,US,"Franklin, Kentucky",-84.8659628762283,38.2352025
KY,US.KY.MT,USA,USA-KY-21169,County,21169,Edmonton,US,"Metcalfe, Kentucky",-85.61211899343672,36.980878000000004
ID,US.ID.MI,USA,USA-ID-16067,County,16067,Rupert,US,"Minidoka, Idaho",-113.56383718706734,43.024804
ID,US.ID.ON,USA,USA-ID-16071,County,16071,Malad City,US,"Oneida, Idaho",-112.54255937781147,42.2538555
IN,US.IN.JF,USA,USA-IN-18077,County,18077,Madison,US,"Jefferson, Indiana",-85.44290715455341,38.778908
IN,US.IN.PR,USA,USA-IN-18127,County,18127,Valparaiso,US,"Porter, Indiana",-87.07613575918869,41.45526774897135
IN,US.IN.PL,USA,USA-IN-18131,County,18131,Winamac,US,"Pulaski, Indiana",-86.69911795981179,41.04193
IN,US.IN.RU,USA,USA-IN-18139,County,18139,Rushville,US,"Rush, Indiana",-85.46555560857806,39.611969
NC,US.NC.WY,USA,USA-NC-37191,County,37191,Goldsboro,US,"Wayne, North Carolina",-77.97861773710338,35.375887500000005
ND,US.ND.AD,USA,USA-ND-38001,County,38001,Hettinger,US,"Adams, North Dakota",-102.49689095696108,46.1294705
KY,US.KY.PN,USA,USA-KY-21191,County,21191,Falmouth,US,"Pendleton, Kentucky",-84.36564556191816,38.697897
KY,US.KY.RU,USA,USA-KY-21207,County,21207,Jamestown,US,"Russell, Kentucky",-85.02453562256545,37.002815999999996
KY,US.KY.TO,USA,USA-KY-21219,County,21219,Elkton,US,"Todd, Kentucky",-87.17093808312231,36.9226375
LA,US.LA.SJ,USA,USA-LA-22093,County,22093,Convent,US,"Saint James, Louisiana",-90.82075443003751,30.014277999999997
IL,US.IL.BR,USA,USA-IL-17009,County,17009,Mount Sterling,US,"Brown, Illinois",-90.71353194975902,39.973982
IL,US.IL.CH,USA,USA-IL-17013,County,17013,Hardin,US,"Calhoun, Illinois",-90.65289874031231,39.129941
IN,US.IN.SN,USA,USA-IN-18141,County,18141,South Bend,US,"Saint Joseph, Indiana",-86.27400803143283,41.6225945
IN,US.IN.SR,USA,USA-IN-18149,County,18149,Knox,US,"Starke, Indiana",-86.61427807993564,41.3035865
IN,US.IN.SW,USA,USA-IN-18155,County,18155,Vevay,US,"Switzerland, Indiana",-85.01220780314098,38.8154205
ND,US.ND.BT,USA,USA-ND-38009,County,38009,Bottineau,US,"Bottineau, North Dakota",-100.83978969464926,48.85965411232065
ND,US.ND.BW,USA,USA-ND-38011,County,38011,Bowman,US,"Bowman, North Dakota",-103.52049564378298,46.11274903654515
ND,US.ND.BL,USA,USA-ND-38015,County,38015,Bismarck,US,"Burleigh, North Dakota",-100.50622747209863,46.975260500000005
ME,US.ME.HA,USA,USA-ME-23009,County,23009,Ellsworth,US,"Hancock, Maine",-68.33718999865896,44.73133
MD,US.MD.CE,USA,USA-MD-24015,County,24015,Elkton,US,"Cecil, Maryland",-75.87067613731497,39.541261210867404
MD,US.MD.HA,USA,USA-MD-24025,County,24025,Bel Air,US,"Harford, Maryland",-76.28895420591203,39.5152
MD,US.MD.QU,USA,USA-MD-24035,County,24035,Centreville,US,"Queen Anne's, Maryland",-76.01766026070389,39.0591145
MA,US.MA.BA,USA,USA-MA-25001,County,25001,Barnstable,US,"Barnstable, Massachusetts",-69.97554541217828,41.798436
MA,US.MA.ES,USA,USA-MA-25009,County,25009,Salem,US,"Essex, Massachusetts",-70.91523887766878,42.647805500000004
MI,US.MI.BR,USA,USA-MI-26015,County,26015,Hastings,US,"Barry, Michigan",-85.30864727009411,42.594786
MI,US.MI.CU,USA,USA-MI-26025,County,26025,Marshall,US,"Calhoun, Michigan",-85.00514469228493,42.2461585
MI,US.MI.CE,USA,USA-MI-26035,County,26035,Harrison,US,"Clare, Michigan",-84.84750029747505,43.98785
IL,US.IL.CM,USA,USA-IL-17019,County,17019,Urbana,US,"Champaign, Illinois",-88.2006551366643,40.052642500000005
IL,US.IL.CK,USA,USA-IL-17023,County,17023,Marshall,US,"Clark, Illinois",-87.8015493041228,39.325652500000004
IL,US.IL.CW,USA,USA-IL-17033,County,17033,Robinson,US,"Crawford, Illinois",-87.76126661425637,39.01051
IN,US.IN.VA,USA,USA-IN-18163,County,18163,Evansville,US,"Vanderburgh, Indiana",-87.57457888957957,38.0038385
IN,US.IN.VE,USA,USA-IN-18165,County,18165,Newport,US,"Vermillion, Indiana",-87.45414643429469,39.87958200067685
IN,US.IN.WB,USA,USA-IN-18169,County,18169,Wabash,US,"Wabash, Indiana",-85.79209615959282,40.826162
ND,US.ND.CV,USA,USA-ND-38019,County,38019,Langdon,US,"Cavalier, North Dakota",-98.47486879452771,48.8590576478262
OH,US.OH.HI,USA,USA-OH-39071,County,39071,Hillsboro,US,"Highland, Ohio",-83.6091150497364,39.210444499999994
OH,US.OH.JA,USA,USA-OH-39079,County,39079,Jackson,US,"Jackson, Ohio",-82.62138098892518,38.991576
MI,US.MI.CF,USA,USA-MI-26039,County,26039,Grayling,US,"Crawford, Michigan",-84.61017042541755,44.683049
MI,US.MI.HI,USA,USA-MI-26059,County,26059,Hillsdale,US,"Hillsdale, Michigan",-84.59393065365029,41.915290999999996
MI,US.MI.II,USA,USA-MI-26067,County,26067,Ionia,US,"Ionia, Michigan",-85.07403008936957,42.9447885
MI,US.MI.IB,USA,USA-MI-26073,County,26073,Mount Pleasant,US,"Isabella, Michigan",-84.84684696314417,43.639933
MI,US.MI.LP,USA,USA-MI-26087,County,26087,Lapeer,US,"Lapeer, Michigan",-83.22320069938343,43.023920000000004
IL,US.IL.DK,USA,USA-IL-17037,County,17037,Sycamore,US,"DeKalb, Illinois",-88.77117427161663,41.805657499999995
IL,US.IL.EG,USA,USA-IL-17045,County,17045,Paris,US,"Edgar, Illinois",-87.74885479489907,39.64661699516645
IL,US.IL.FA,USA,USA-IL-17051,County,17051,Vandalia,US,"Fayette, Illinois",-89.03172779351073,38.956824
IN,US.IN.WI,USA,USA-IN-18173,County,18173,Boonville,US,"Warrick, Indiana",-87.27883614899093,38.0778685
IA,US.IA.AM,USA,USA-IA-19003,County,19003,Corning,US,"Adams, Iowa",-94.69935760015518,41.029109500000004
IA,US.IA.AU,USA,USA-IA-19009,County,19009,Audubon,US,"Audubon, Iowa",-94.91861497270482,41.7322895
IA,US.IA.BL,USA,USA-IA-19013,County,19013,Waterloo,US,"Black Hawk, Iowa",-92.31790803627118,42.5127275
OH,US.OH.LK,USA,USA-OH-39085,County,39085,Painesville,US,"Lake, Ohio",-81.25533398931964,41.693595
OH,US.OH.LI,USA,USA-OH-39089,County,39089,Newark,US,"Licking, Ohio",-82.48277253630212,40.038465
OH,US.OH.MH,USA,USA-OH-39099,County,39099,Youngstown,US,"Mahoning, Ohio",-80.76060994732637,41.056561973674945
MI,US.MI.LN,USA,USA-MI-26091,County,26091,Adrian,US,"Lenawee, Michigan",-84.06514441551664,41.897562165484295
MI,US.MI.LI,USA,USA-MI-26093,County,26093,Howell,US,"Livingston, Michigan",-83.91253027135525,42.603909
MI,US.MI.ME,USA,USA-MI-26101,County,26101,Manistee,US,"Manistee, Michigan",-86.07451778652758,44.262006880000996
MI,US.MI.MC,USA,USA-MI-26117,County,26117,Stanton,US,"Montcalm, Michigan",-85.07897598918012,43.293217999999996
IL,US.IL.FR,USA,USA-IL-17055,County,17055,Benton,US,"Franklin, Illinois",-88.92849832859045,37.976546
IL,US.IL.GE,USA,USA-IL-17061,County,17061,Carrollton,US,"Greene, Illinois",-90.3809504829081,39.328891
NM,US.NM.ST,USA,USA-NM-35049,County,35049,Santa Fe,US,"Santa Fe, New Mexico",-105.9820601199001,35.4854715
NM,US.NM.UN,USA,USA-NM-35059,County,35059,Clayton,US,"Union, New Mexico",-103.52515378144543,36.3592075
NY,US.NY.AL,USA,USA-NY-36003,County,36003,Belmont,US,"Allegany, New York",-78.02243654399658,42.23541924574555
ND,US.ND.DC,USA,USA-ND-38021,County,38021,Ellendale,US,"Dickey, North Dakota",-98.50591892363781,46.1112851545642
ND,US.ND.GI,USA,USA-ND-38039,County,38039,Cooperstown,US,"Griggs, North Dakota",-98.2427900550073,47.456883000000005
ND,US.ND.KI,USA,USA-ND-38043,County,38043,Steele,US,"Kidder, North Dakota",-99.76314131465975,46.807045
ND,US.ND.LO,USA,USA-ND-38047,County,38047,Napoleon,US,"Logan, North Dakota",-99.47662889804874,46.4569545
MI,US.MI.MG,USA,USA-MI-26121,County,26121,Muskegon,US,"Muskegon, Michigan",-86.21585373971332,43.3133415
CO,US.CO.KO,USA,USA-CO-08061,County,08061,Eads,US,"Kiowa, Colorado",-102.77403072199147,38.39257905860035
CO,US.CO.LO,USA,USA-CO-08075,County,08075,Sterling,US,"Logan, Colorado",-103.11474876384642,40.727371000000005
CO,US.CO.MF,USA,USA-CO-08081,County,08081,Craig,US,"Moffat, Colorado",-108.18149582087906,40.631455429484504
IL,US.IL.HI,USA,USA-IL-17069,County,17069,Elizabethtown,US,"Hardin, Illinois",-88.23850191597727,37.497374279761246
IL,US.IL.HD,USA,USA-IL-17071,County,17071,Oquawka,US,"Henderson, Illinois",-90.9100885820256,40.874476
IL,US.IL.JS,USA,USA-IL-17079,County,17079,Newton,US,"Jasper, Illinois",-88.15487244181185,39.0409825
IL,US.IL.JF,USA,USA-IL-17081,County,17081,Mount Vernon,US,"Jefferson, Illinois",-88.92316612634492,38.3652695
NY,US.NY.BO,USA,USA-NY-36007,County,36007,Binghamton,US,"Broome, New York",-75.86042578319197,42.213061499999995
NY,US.NY.CY,USA,USA-NY-36011,County,36011,Auburn,US,"Cayuga, New York",-76.60490677366948,43.0151755
ND,US.ND.MH,USA,USA-ND-38049,County,38049,Towner,US,"McHenry, North Dakota",-100.62589676807536,48.1969925
ND,US.ND.NE,USA,USA-ND-38063,County,38063,Lakota,US,"Nelson, North Dakota",-98.20389759380959,47.9679295
ND,US.ND.SG,USA,USA-ND-38081,County,38081,Forman,US,"Sargent, North Dakota",-97.63336400953287,46.1388015
ND,US.ND.SL,USA,USA-ND-38087,County,38087,Amidon,US,"Slope, North Dakota",-103.48554471227729,46.41113300000001
CO,US.CO.MO,USA,USA-CO-08085,County,08085,Montrose,US,"Montrose, Colorado",-108.2801085394801,38.4160675
CO,US.CO.PR,USA,USA-CO-08099,County,08099,Lamar,US,"Prowers, Colorado",-102.39242156100477,38.043237791735905
CO,US.CO.RB,USA,USA-CO-08103,County,08103,Meeker,US,"Rio Blanco, Colorado",-108.184427361268,40.004245
CO,US.CO.SG,USA,USA-CO-08109,County,08109,Saguache,US,"Saguache, Colorado",-106.33029397922982,38.109183
CO,US.CO.TE,USA,USA-CO-08119,County,08119,Cripple Creek,US,"Teller, Colorado",-105.18063880495062,38.9995965
FL,US.FL.DE,USA,USA-FL-12027,County,12027,Arcadia,US,"DeSoto, Florida",-81.80980184126871,27.1208025
IL,US.IL.KA,USA,USA-IL-17093,County,17093,Yorkville,US,"Kendall, Illinois",-88.42716153009832,41.547242499999996
IL,US.IL.KX,USA,USA-IL-17095,County,17095,Galesburg,US,"Knox, Illinois",-90.21414203038209,40.844581
IL,US.IL.LA,USA,USA-IL-17099,County,17099,Ottawa,US,"LaSalle, Illinois",-88.87602002827205,41.20924
NY,US.NY.CM,USA,USA-NY-36015,County,36015,Elmira,US,"Chemung, New York",-76.75900011821378,42.102160999999995
NY,US.NY.CU,USA,USA-NY-36021,County,36021,Hudson,US,"Columbia, New York",-73.63817574140403,42.242001
OH,US.OH.CI,USA,USA-OH-39027,County,39027,Wilmington,US,"Clinton, Ohio",-83.78539034204684,39.4616415
OH,US.OH.CS,USA,USA-OH-39031,County,39031,Coshocton,US,"Coshocton, Ohio",-81.90575354082932,40.3035945
OH,US.OH.CF,USA,USA-OH-39033,County,39033,Bucyrus,US,"Crawford, Ohio",-82.91902654035911,40.852935
OH,US.OH.DA,USA,USA-OH-39037,County,39037,Greenville,US,"Darke, Ohio",-84.61949585712553,40.10105795728135
FL,US.FL.HR,USA,USA-FL-12051,County,12051,La Belle,US,"Hendry, Florida",-81.22413512989176,26.6428545
FL,US.FL.IN,USA,USA-FL-12061,County,12061,Vero Beach,US,"Indian River, Florida",-80.62119927632887,27.6916095
GA,US.GA.BT,USA,USA-GA-13015,County,13015,Cartersville,US,"Bartow, Georgia",-84.84005433017737,34.2323765
GA,US.GA.CR,USA,USA-GA-13043,County,13043,Metter,US,"Candler, Georgia",-82.0783816970582,32.383454
IL,US.IL.LE,USA,USA-IL-17103,County,17103,Dixon,US,"Lee, Illinois",-89.28511877071935,41.757441
IL,US.IL.LI,USA,USA-IL-17105,County,17105,Pontiac,US,"Livingston, Illinois",-88.5863508607737,40.842674
IL,US.IL.MH,USA,USA-IL-17123,County,17123,Lacon,US,"Marshall, Illinois",-89.34321066491898,41.038686
NY,US.NY.DU,USA,USA-NY-36027,County,36027,Poughkeepsie,US,"Dutchess, New York",-73.72822155887994,41.771141
NY,US.NY.GR,USA,USA-NY-36039,County,36039,Catskill,US,"Greene, New York",-74.1411805177818,42.26706
OH,US.OH.DL,USA,USA-OH-39041,County,39041,Delaware,US,"Delaware, Ohio",-82.9981623066902,40.3132995
OH,US.OH.GR,USA,USA-OH-39057,County,39057,Xenia,US,"Greene, Ohio",-83.88444235029957,39.6474295
OH,US.OH.HD,USA,USA-OH-39065,County,39065,Kenton,US,"Hardin, Ohio",-83.64992255361024,40.6657565
OH,US.OH.HE,USA,USA-OH-39069,County,39069,Napoleon,US,"Henry, Ohio",-84.05526223801289,41.2911635
