name,area,popall,popcity,companies,worker,industry_comp,big_comp,xzjd,coords,lng,lat
高州市南塘镇,14800,47313.0,2801.0,79.0,1400.0,23.0,7.0,高州市南塘镇,POINT (110.8018611116368 22.05201461153484),110.8018611116368,22.05201461153484
高州市荷花镇,10703,38552.0,1237.0,46.0,3650.0,24.0,4.0,高州市荷花镇,POINT (110.714406501378 22.23959333948776),110.71440650137797,22.23959333948776
高州市石板镇,9100,40117.0,1591.0,103.0,2611.0,43.0,8.0,高州市石板镇,POINT (110.7158898359204 22.14914112638298),110.71588983592042,22.149141126382975
高州市大井镇,12800,39142.0,13474.0,130.0,1500.0,47.0,6.0,高州市大井镇,POINT (110.8514811725213 22.10603361707234),110.8514811725213,22.106033617072338
高州市潭头镇,10300,41862.0,2232.0,90.0,1209.0,15.0,4.0,高州市潭头镇,POINT (110.8274178409781 22.1779844079257),110.82741784097809,22.177984407925702
高州市大坡镇,23600,50821.0,8220.0,112.0,1208.0,53.0,5.0,高州市大坡镇,POINT (111.2387634831347 22.05698813068083),111.23876348313475,22.05698813068083
高州市平山镇,14900,32661.0,1350.0,187.0,1028.0,186.0,4.0,高州市平山镇,POINT (111.1115329483919 22.11893047518401),111.11153294839188,22.11893047518401
高州市深镇镇,12132,28238.0,1130.0,277.0,1385.0,40.0,2.0,高州市深镇镇,POINT (111.1559884492544 22.2235442696464),111.15598844925441,22.223544269646396
高州市马贵镇,15723,31669.0,2543.0,80.0,703.0,37.0,2.0,高州市马贵镇,POINT (111.3061229444598 22.22505470509552),111.30612294445983,22.22505470509552
高州市古丁镇,11200,33186.0,4460.0,67.0,558.0,16.0,1.0,高州市古丁镇,POINT (111.2119506431566 22.18240487318954),111.21195064315658,22.18240487318954
高州市曹江镇,12500,72546.0,1694.0,153.0,2815.0,51.0,8.0,高州市曹江镇,POINT (110.923048048529 21.99143670533967),110.92304804852897,21.991436705339666
高州市荷塘镇,11600,31732.0,1376.0,154.0,2311.0,25.0,7.0,高州市荷塘镇,POINT (110.70381334458 22.01943238245634),110.70381334457996,22.019432382456337
高州市石鼓镇,15524,108408.0,39980.0,148.0,4230.0,131.0,27.0,高州市石鼓镇,POINT (110.7512427627787 21.79682685915044),110.75124276277869,21.796826859150435
高州市东岸镇,26040,78733.0,3597.0,112.0,562.0,7.0,4.0,高州市东岸镇,POINT (110.9849082496508 22.1692841049408),110.98490824965084,22.169284104940804
高州市长坡镇,22438,90320.0,5750.0,354.0,1775.0,254.0,4.0,高州市长坡镇,POINT (111.0541135966015 22.04549901913381),111.05411359660154,22.04549901913381
化州市长岐镇,3700,43193.0,1538.0,48.0,870.0,12.0,3.0,化州市长岐镇,POINT (110.6914772592835 21.5473484433259),110.69147725928347,21.5473484433259
化州市同庆镇,6040,56872.0,6951.0,165.0,4263.0,51.0,10.0,化州市同庆镇,POINT (110.7002731108792 21.61008912836925),110.70027311087921,21.61008912836925
化州市杨梅镇,9200,82758.0,2260.0,168.0,7328.0,22.0,5.0,化州市杨梅镇,POINT (110.6210366887702 21.54087662873187),110.62103668877022,21.540876628731873
化州市良光镇,10800,57074.0,6647.0,34.0,1899.0,21.0,12.0,化州市良光镇,POINT (110.543161476308 21.56574494317913),110.54316147630804,21.56574494317913
化州市笪桥镇,9460,46639.0,1738.0,20.0,1648.0,10.0,6.0,化州市笪桥镇,POINT (110.481864705333 21.57592618967855),110.48186470533304,21.575926189678555
化州市丽岗镇,7860,49074.0,2850.0,68.0,2952.0,18.0,8.0,化州市丽岗镇,POINT (110.6306688856629 21.75420362601303),110.63066888566294,21.754203626013027
化州市新安镇,15495,45720.0,4621.0,68.0,2993.0,35.0,4.0,化州市新安镇,POINT (110.4226878437006 21.67914816237851),110.42268784370056,21.67914816237851
化州市官桥镇,11420,55645.0,5187.0,136.0,1345.0,14.0,5.0,化州市官桥镇,POINT (110.5066047435215 21.73924872882437),110.50660474352146,21.739248728824375
化州市林尘镇,12500,56306.0,4500.0,70.0,1080.0,12.0,4.0,化州市林尘镇,POINT (110.5688385217807 21.82000723726244),110.56883852178066,21.82000723726244
化州市合江镇,17625,74510.0,5166.0,131.0,6571.0,34.0,10.0,化州市合江镇,POINT (110.5373188088595 21.93942735519857),110.53731880885954,21.939427355198575
化州市那务镇,17930,95808.0,4268.0,133.0,13864.0,121.0,5.0,化州市那务镇,POINT (110.5886551666607 22.03291529280507),110.58865516666074,22.03291529280507
化州市播扬镇,12590,36752.0,3956.0,68.0,1755.0,16.0,7.0,化州市播扬镇,POINT (110.5600751015501 22.12574915151117),110.56007510155011,22.12574915151117
化州市宝圩镇,5280,21812.0,4927.0,103.0,4350.0,92.0,7.0,化州市宝圩镇,POINT (110.6513022181512 22.1370024103817),110.65130221815117,22.137002410381704
化州市平定镇,21680,71063.0,7510.0,509.0,5930.0,80.0,10.0,化州市平定镇,POINT (110.4342733858195 22.03530862283481),110.4342733858195,22.03530862283481
化州市文楼镇,15905,60448.0,1880.0,49.0,1947.0,43.0,7.0,化州市文楼镇,POINT (110.4061182453671 22.13759226719992),110.40611824536708,22.137592267199917
化州市江湖镇,5819,28690.0,2574.0,130.0,4231.0,10.0,6.0,化州市江湖镇,POINT (110.6221484655704 21.87685430189656),110.62214846557042,21.876854301896564
化州市中垌镇,23450,113266.0,12603.0,245.0,1503.0,114.0,7.0,化州市中垌镇,POINT (110.4365535796184 21.84464997800771),110.43655357961839,21.84464997800771
信宜市镇隆镇,8050,55318.0,20049.0,281.0,3358.0,200.0,21.0,信宜市镇隆镇,POINT (110.8443193959746 22.2331647501055),110.8443193959746,22.233164750105498
信宜市水口镇,12380,58475.0,5232.0,119.0,2548.0,39.0,5.0,信宜市水口镇,POINT (110.9335095920512 22.26549523961873),110.93350959205121,22.26549523961873
信宜市丁堡镇,8149,40007.0,920.0,39.0,1421.0,36.0,5.0,信宜市丁堡镇,POINT (111.0069925307936 22.30876238004169),111.0069925307936,22.30876238004169
信宜市池洞镇,14625,59276.0,7324.0,40.0,3026.0,34.0,7.0,信宜市池洞镇,POINT (110.9160181616441 22.4553520636464),110.91601816164412,22.455352063646398
信宜市贵子镇,15865,38225.0,14212.0,102.0,3247.0,32.0,6.0,信宜市贵子镇,POINT (111.1724249776119 22.60741564412886),111.17242497761193,22.607415644128864
信宜市怀乡镇,16213,66535.0,12875.0,131.0,8955.0,122.0,21.0,信宜市怀乡镇,POINT (111.0412689316728 22.49072331069968),111.04126893167276,22.49072331069968
信宜市茶山镇,10120,20448.0,5310.0,16.0,389.0,10.0,1.0,信宜市茶山镇,POINT (111.1595425680071 22.54690049645755),111.15954256800713,22.546900496457553
信宜市洪冠镇,14891,37725.0,2338.0,162.0,1095.0,70.0,3.0,信宜市洪冠镇,POINT (111.1619522289069 22.4678900306423),111.16195222890686,22.467890030642298
信宜市白石镇,18010,58295.0,6984.0,102.0,1678.0,28.0,4.0,信宜市白石镇,POINT (111.1257853001612 22.37493641962555),111.12578530016123,22.37493641962555
信宜市大成镇,12828,32427.0,3623.0,269.0,10518.0,201.0,14.0,信宜市大成镇,POINT (111.1394851725848 22.29186287252442),111.1394851725848,22.291862872524415
信宜市钱排镇,20491,58340.0,5800.0,169.0,2300.0,30.0,2.0,信宜市钱排镇,POINT (111.2584876612663 22.38387779418259),111.25848766126633,22.383877794182588
信宜市合水镇,14118,34890.0,5102.0,189.0,3643.0,150.0,4.0,信宜市合水镇,POINT (111.3944522408578 22.32812877162422),111.39445224085782,22.32812877162422
信宜市新宝镇,18449,29331.0,29331.0,87.0,805.0,40.0,3.0,信宜市新宝镇,POINT (111.4880143193049 22.41026225118242),111.48801431930488,22.410262251182417
信宜市平塘镇,19058,43426.0,4905.0,48.0,1270.0,38.0,2.0,信宜市平塘镇,POINT (111.3438776939354 22.44553401146761),111.34387769393535,22.445534011467608
信宜市思贺镇,18105,28206.0,28206.0,61.0,405.0,3.0,,信宜市思贺镇,POINT (111.5974110704546 22.46620623827459),111.59741107045464,22.466206238274587
信宜市金垌镇,19571,31298.0,2437.0,32.0,372.0,7.0,4.0,信宜市金垌镇,POINT (110.791350327825 22.49456010499959),110.791350327825,22.494560104999586
信宜市朱砂镇,28203,67300.0,8208.0,875.0,8806.0,825.0,11.0,信宜市朱砂镇,POINT (110.9665575565973 22.5729674224378),110.96655755659728,22.572967422437795
信宜市北界镇,18294,76102.0,4616.0,186.0,2000.0,94.0,5.0,信宜市北界镇,POINT (110.7822855907981 22.36344590606202),110.7822855907981,22.363445906062022
鼎湖区永安镇,7835,32362.0,3801.0,122.0,9756.0,58.0,24.0,鼎湖区永安镇,POINT (112.7051615754809 23.20119846875632),112.70516157548091,23.201198468756317
鼎湖区沙浦镇,11900,19189.0,1246.0,38.0,446.0,9.0,,鼎湖区沙浦镇,POINT (112.6698546194206 23.13905528316433),112.66985461942062,23.139055283164332
鼎湖区凤凰镇,16192,8397.0,1251.0,74.0,2071.0,24.0,2.0,鼎湖区凤凰镇,POINT (112.5192089326146 23.2463342812831),112.51920893261456,23.2463342812831
鼎湖区莲花镇,8722,34133.0,8562.0,194.0,13581.0,77.0,23.0,鼎湖区莲花镇,POINT (112.6536915939342 23.2621192754974),112.65369159393417,23.262119275497405
广宁县排沙镇,15315,25791.0,6041.0,145.0,779.0,125.0,4.0,广宁县排沙镇,POINT (112.5262768783382 23.54748637547705),112.5262768783382,23.54748637547705
广宁县潭布镇,13204,27192.0,6001.0,15.0,234.0,8.0,,广宁县潭布镇,POINT (112.5821828903257 23.64501149979012),112.58218289032574,23.645011499790122
广宁县江屯镇,24755,48133.0,6622.0,395.0,2361.0,31.0,2.0,广宁县江屯镇,POINT (112.6409449079513 23.73221551933085),112.64094490795125,23.732215519330854
广宁县螺岗镇,9735,10785.0,766.0,12.0,60.0,4.0,,广宁县螺岗镇,POINT (112.5178956369531 23.76415588296072),112.51789563695313,23.76415588296072
广宁县北市镇,23024,18108.0,3788.0,130.0,650.0,15.0,,广宁县北市镇,POINT (112.6005638946218 23.88812673002588),112.60056389462181,23.88812673002588
广宁县坑口镇,18094,25362.0,3296.0,349.0,2311.0,28.0,2.0,广宁县坑口镇,POINT (112.4056999047661 23.78885115892487),112.40569990476607,23.788851158924874
广宁县赤坑镇,17993,17935.0,2306.0,54.0,270.0,26.0,,广宁县赤坑镇,POINT (112.4786718450928 23.88111770245664),112.47867184509276,23.88111770245664
广宁县南街镇,18923,91655.0,54559.0,1431.0,7403.0,289.0,20.0,广宁县南街镇,POINT (112.4470746985768 23.654314412136),112.44707469857678,23.654314412136
广宁县宾亨镇,17228,39722.0,7778.0,92.0,2652.0,64.0,18.0,广宁县宾亨镇,POINT (112.4346602250394 23.47590701976866),112.43466022503941,23.475907019768663
广宁县五和镇,11685,17670.0,4185.0,298.0,2931.0,31.0,18.0,广宁县五和镇,POINT (112.3317220142581 23.47139313649238),112.33172201425815,23.47139313649238
广宁县横山镇,13640,35367.0,7619.0,162.0,3560.0,33.0,5.0,广宁县横山镇,POINT (112.3531843244256 23.56008058272855),112.35318432442561,23.560080582728546
广宁县木格镇,12319,16562.0,1708.0,18.0,596.0,9.0,5.0,广宁县木格镇,POINT (112.1580941228841 23.53080883468735),112.15809412288405,23.530808834687345
广宁县石咀镇,8369,12723.0,3356.0,17.0,330.0,5.0,,广宁县石咀镇,POINT (112.1757405718484 23.64414626878756),112.17574057184835,23.644146268787562
广宁县古水镇,25987,38324.0,5811.0,182.0,5401.0,179.0,8.0,广宁县古水镇,POINT (112.2855397144726 23.69795577119247),112.28553971447258,23.69795577119247
广宁县洲仔镇,15273,16671.0,3516.0,41.0,430.0,7.0,1.0,广宁县洲仔镇,POINT (112.2610151955117 23.56574766397871),112.26101519551172,23.565747663978712
怀集县怀城镇,33624,159083.0,159083.0,341.0,4575.0,193.0,14.0,怀集县怀城镇,POINT (112.1757003736659 23.8979586584414),112.17570037366589,23.8979586584414
怀集县闸岗镇,8726,16101.0,1115.0,11.0,76.0,6.0,,怀集县闸岗镇,POINT (112.1022289320437 23.8500536443235),112.10222893204373,23.8500536443235
怀集县坳仔镇,22152,34213.0,2810.0,44.0,734.0,43.0,6.0,怀集县坳仔镇,POINT (112.2881855457507 23.83329827451121),112.28818554575065,23.83329827451121
怀集县汶朗镇,8668,10444.0,459.0,10.0,250.0,3.0,2.0,怀集县汶朗镇,POINT (112.272437947319 24.00563149268187),112.27243794731905,24.005631492681868
怀集县甘洒镇,12828,22961.0,985.0,10.0,20.0,9.0,,怀集县甘洒镇,POINT (112.3547205420624 23.93707116653393),112.35472054206244,23.93707116653393
怀集县凤岗镇,27777,34951.0,2142.0,35.0,583.0,26.0,3.0,怀集县凤岗镇,POINT (112.4229413377913 24.02977984247406),112.42294133779126,24.02977984247406
怀集县洽水镇,52900,27744.0,3516.0,284.0,812.0,126.0,3.0,怀集县洽水镇,POINT (112.3410292300814 24.21297500580116),112.34102923008136,24.21297500580116
怀集县梁村镇,8785,66478.0,10562.0,15.0,140.0,10.0,1.0,怀集县梁村镇,POINT (112.0106447569822 23.94273250279329),112.01064475698217,23.942732502793294
怀集县大岗镇,11747,63438.0,3527.0,19.0,241.0,,,怀集县大岗镇,POINT (112.0350866496169 23.8781475607452),112.03508664961687,23.8781475607452
怀集县岗坪镇,5527,30663.0,1785.0,24.0,785.0,17.0,1.0,怀集县岗坪镇,POINT (111.9422966157309 24.01886355869004),111.94229661573092,24.01886355869004
怀集县冷坑镇,19322,97293.0,9018.0,64.0,4251.0,41.0,,怀集县冷坑镇,POINT (112.0476327918247 24.08102632705964),112.04763279182467,24.081026327059636
怀集县马宁镇,5878,40750.0,2418.0,18.0,750.0,10.0,1.0,怀集县马宁镇,POINT (111.9854090793893 24.05023431655278),111.98540907938927,24.05023431655278
怀集县蓝钟镇,19849,17940.0,1825.0,146.0,330.0,50.0,,怀集县蓝钟镇,POINT (111.931755651007 24.15296497501785),111.93175565100695,24.15296497501785
怀集县永固镇,19000,38937.0,2642.0,13.0,112.0,8.0,,怀集县永固镇,POINT (112.0864316847019 23.72731868880534),112.08643168470186,23.727318688805344
怀集县诗洞镇,32950,55960.0,5016.0,17.0,196.0,13.0,1.0,怀集县诗洞镇,POINT (112.0445832114964 23.58352598691618),112.04458321149643,23.58352598691618
怀集县桥头镇,21064,46827.0,4829.0,75.0,2156.0,5.0,3.0,怀集县桥头镇,POINT (111.9639351024742 23.7491863670028),111.9639351024742,23.7491863670028
怀集县中洲镇,25185,39959.0,6130.0,72.0,2953.0,52.0,8.0,怀集县中洲镇,POINT (112.1772491892803 24.14680072592978),112.17724918928027,24.146800725929776
怀集县连麦镇,12258,31832.0,1058.0,574.0,648.0,26.0,1.0,怀集县连麦镇,POINT (112.1908999994131 24.0517112498293),112.19089999941308,24.051711249829296
怀集县下帅壮族瑶族乡,7659,9221.0,9221.0,22.0,241.0,9.0,,怀集县下帅壮族瑶族乡,POINT (112.0830755095658 24.20211001225429),112.0830755095658,24.202110012254288
封开县江口镇,17700,55855.0,11363.0,449.0,12361.0,59.0,,封开县江口镇,POINT (111.5113889908893 23.4574125357666),111.5113889908893,23.457412535766597
封开县江川镇,11986,12043.0,1942.0,38.0,1480.0,38.0,1.0,封开县江川镇,POINT (111.4407172051811 23.41194277929366),111.44071720518113,23.411942779293657
封开县白垢镇,14145,12441.0,2048.0,34.0,715.0,26.0,,封开县白垢镇,POINT (111.6255310818298 23.50741782324484),111.62553108182978,23.507417823244843
封开县大洲镇,16273,15974.0,2700.0,39.0,514.0,6.0,,封开县大洲镇,POINT (111.5557115809994 23.58358697910231),111.55571158099939,23.583586979102307
封开县渔涝镇,10146,18542.0,7537.0,116.0,1873.0,61.0,1.0,封开县渔涝镇,POINT (111.721400819568 23.53500414216465),111.72140081956802,23.535004142164652
封开县河儿口镇,21803,19122.0,2473.0,49.0,3130.0,48.0,1.0,封开县河儿口镇,POINT (111.874491380362 23.47395140803452),111.87449138036202,23.473951408034516
封开县连都镇,25567,31961.0,2814.0,305.0,7029.0,43.0,1.0,封开县连都镇,POINT (111.8588049492775 23.60735423234753),111.85880494927746,23.607354232347525
封开县杏花镇,15607,22239.0,3188.0,93.0,1384.0,30.0,,封开县杏花镇,POINT (111.7117997063412 23.40495908320121),111.71179970634122,23.40495908320121
封开县罗董镇,18000,25458.0,1997.0,420.0,750.0,230.0,,封开县罗董镇,POINT (111.6236057551469 23.39229016974582),111.62360575514694,23.39229016974582
封开县长岗镇,15300,23815.0,3039.0,180.0,5613.0,162.0,6.0,封开县长岗镇,POINT (111.6011243870307 23.29756823133972),111.60112438703072,23.297568231339724
封开县平凤镇,11193,17883.0,3131.0,51.0,680.0,39.0,,封开县平凤镇,POINT (111.4460642732193 23.33174225970676),111.44606427321933,23.331742259706758
封开县南丰镇,30600,74268.0,22756.0,235.0,7052.0,229.0,1.0,封开县南丰镇,POINT (111.7904201949421 23.73952542722174),111.79042019494212,23.73952542722174
封开县大玉口镇,13090,12734.0,3052.0,13.0,769.0,13.0,,封开县大玉口镇,POINT (111.6834848047406 23.73757894536566),111.68348480474064,23.73757894536566
封开县都平镇,13087,8675.0,1850.0,9.0,213.0,9.0,,封开县都平镇,POINT (111.6772734788282 23.63621830463495),111.67727347882823,23.636218304634955
封开县金装镇,12711,42749.0,3840.0,26.0,1258.0,24.0,,封开县金装镇,POINT (111.8893720444025 23.82286637672085),111.88937204440255,23.82286637672085
封开县长安镇,14211,38291.0,7352.0,13.0,1469.0,13.0,,封开县长安镇,POINT (111.8999020521223 23.91087516523445),111.89990205212227,23.91087516523445
德庆县新圩镇,11518,21174.0,3215.0,56.0,2238.0,23.0,1.0,德庆县新圩镇,POINT (111.7954188226098 23.1782951174766),111.79541882260978,23.178295117476598
德庆县回龙镇,15812,20212.0,2834.0,39.0,2215.0,19.0,1.0,德庆县回龙镇,POINT (111.6551932833727 23.22465665557209),111.65519328337271,23.22465665557209
德庆县官圩镇,23256,32478.0,4501.0,89.0,614.0,62.0,12.0,德庆县官圩镇,POINT (111.790114531098 23.31225484320276),111.79011453109796,23.31225484320276
德庆县马圩镇,11065,20238.0,5617.0,15.0,631.0,15.0,2.0,德庆县马圩镇,POINT (111.8651021629438 23.24716767308329),111.86510216294376,23.24716767308329
德庆县高良镇,29470,30014.0,5250.0,65.0,1385.0,20.0,1.0,德庆县高良镇,POINT (111.9503880641697 23.31423813914562),111.95038806416969,23.314238139145615
德庆县莫村镇,26950,29670.0,3605.0,75.0,450.0,72.0,1.0,德庆县莫村镇,POINT (112.108437552181 23.43401293538233),112.10843755218099,23.43401293538233
德庆县永丰镇,13241,20991.0,3926.0,23.0,887.0,17.0,2.0,德庆县永丰镇,POINT (112.1080764094812 23.33523501196707),112.10807640948124,23.33523501196707
德庆县武垄镇,8747,16948.0,1653.0,25.0,152.0,25.0,1.0,德庆县武垄镇,POINT (112.201417916981 23.32586128041704),112.20141791698097,23.325861280417044
德庆县播植镇,8001,17628.0,3916.0,15.0,542.0,15.0,,德庆县播植镇,POINT (112.1614613815722 23.2549471486297),112.16146138157221,23.254947148629697
德庆县凤村镇,13676,28889.0,5614.0,23.0,198.0,23.0,1.0,德庆县凤村镇,POINT (112.061663298476 23.22726284599207),112.061663298476,23.227262845992065
德庆县悦城镇,20623,33111.0,6234.0,64.0,2180.0,61.0,12.0,德庆县悦城镇,POINT (112.1424024859463 23.13870860556527),112.14240248594632,23.13870860556527
德庆县九市镇,15461,28093.0,2706.0,30.0,1190.0,24.0,4.0,德庆县九市镇,POINT (111.9878080196358 23.15628603222529),111.98780801963575,23.156286032225285
四会市龙甫镇,7986,17875.0,446.0,105.0,9726.0,74.0,45.0,四会市龙甫镇,POINT (112.7330918510705 23.4188539739107),112.73309185107045,23.4188539739107
四会市地豆镇,9090,27033.0,1388.0,45.0,3732.0,38.0,5.0,四会市地豆镇,POINT (112.704543706712 23.56721622272817),112.70454370671199,23.56721622272817
四会市威整镇,6402,16845.0,1123.0,33.0,450.0,13.0,2.0,四会市威整镇,POINT (112.7290740348939 23.64420124155749),112.72907403489388,23.644201241557493
四会市罗源镇,2622,7719.0,427.0,13.0,899.0,2.0,1.0,四会市罗源镇,POINT (112.7664782814413 23.57740263175919),112.7664782814413,23.57740263175919
四会市迳口镇,9752,17645.0,923.0,22.0,2152.0,19.0,3.0,四会市迳口镇,POINT (112.7895733797631 23.49714410949855),112.78957337976308,23.49714410949855
四会市大沙镇,8635,40334.0,3600.0,661.0,25320.0,136.0,19.0,四会市大沙镇,POINT (112.7580109491627 23.2579204656801),112.7580109491627,23.257920465680105
四会市石狗镇,14247,23376.0,3495.0,18.0,205.0,16.0,1.0,四会市石狗镇,POINT (112.5250381693234 23.3785231307154),112.5250381693234,23.3785231307154
四会市黄田镇,8745,12275.0,452.0,70.0,452.0,8.0,2.0,四会市黄田镇,POINT (112.5175491143591 23.43047463425845),112.51754911435911,23.430474634258445
四会市江谷镇,13276,29243.0,2063.0,58.0,1036.0,10.0,8.0,四会市江谷镇,POINT (112.6309092238618 23.52701680907004),112.63090922386178,23.527016809070037
四会市下茆镇,10695,29335.0,2100.0,66.0,3453.0,48.0,13.0,四会市下茆镇,POINT (112.6564084592709 23.45652082398958),112.65640845927095,23.456520823989578
惠城区汝湖镇,15300,55442.0,4486.0,306.0,13542.0,141.0,15.0,惠城区汝湖镇,POINT (114.5079048437992 23.2047644169116),114.50790484379924,23.204764416911598
惠城区三栋镇,6797,72191.0,8347.0,256.0,25634.0,132.0,16.0,惠城区三栋镇,POINT (114.447410118692 22.99586406010107),114.44741011869203,22.995864060101066
惠城区潼湖镇,11261,42856.0,4580.0,15.0,893.0,10.0,10.0,惠城区潼湖镇,POINT (114.2103377400321 23.05913189336893),114.21033774003207,23.05913189336893
惠城区沥林镇,4900,55836.0,22385.0,63.0,15117.0,54.0,54.0,惠城区沥林镇,POINT (114.213193110184 22.96934501822465),114.21319311018404,22.96934501822465
惠城区马安镇,7600,41662.0,14933.0,287.0,9303.0,182.0,17.0,惠城区马安镇,POINT (114.4995572308416 23.0564898248833),114.49955723084156,23.056489824883297
惠城区横沥镇,34283,54738.0,9272.0,92.0,1584.0,31.0,1.0,惠城区横沥镇,POINT (114.6568184335401 23.2468740365551),114.65681843354008,23.2468740365551
惠城区芦洲镇,20487,22378.0,1867.0,26.0,213.0,5.0,,惠城区芦洲镇,POINT (114.6166447923956 23.35300578122156),114.61664479239562,23.35300578122156
惠城区潼侨镇,3098,33688.0,7720.0,46.0,8255.0,39.0,39.0,惠城区潼侨镇,POINT (114.2762878540418 23.04065128377652),114.27628785404183,23.040651283776516
惠阳区沙田镇,7384,30679.0,13279.0,520.0,7889.0,36.0,36.0,惠阳区沙田镇,POINT (114.5517205940284 22.85676565376579),114.55172059402841,22.856765653765788
惠阳区新圩镇,15352,79286.0,30135.0,128.0,45232.0,108.0,108.0,惠阳区新圩镇,POINT (114.3033396701358 22.8492021192924),114.30333967013584,22.8492021192924
惠阳区镇隆镇,14946,47138.0,17208.0,461.0,23981.0,67.0,67.0,惠阳区镇隆镇,POINT (114.3216446142876 22.94530628554431),114.32164461428765,22.94530628554431
惠阳区永湖镇,11466,26515.0,6008.0,29.0,6599.0,19.0,19.0,惠阳区永湖镇,POINT (114.4695516161454 22.94395287384608),114.46955161614544,22.943952873846076
惠阳区良井镇,7260,27884.0,25616.0,150.0,4200.0,9.0,9.0,惠阳区良井镇,POINT (114.5666165530761 22.9853049748832),114.56661655307612,22.985304974883203
惠阳区平潭镇,9680,35195.0,35195.0,372.0,4450.0,19.0,19.0,惠阳区平潭镇,POINT (114.5929382796088 23.06360257066253),114.59293827960882,23.06360257066253
博罗县石坝镇,18091,44698.0,10006.0,9.0,291.0,2.0,1.0,博罗县石坝镇,POINT (114.5720268133623 23.5532255549093),114.5720268133623,23.553225554909297
博罗县麻陂镇,8896,25186.0,5211.0,37.0,2148.0,25.0,6.0,博罗县麻陂镇,POINT (114.5016852023095 23.52807561970918),114.50168520230955,23.52807561970918
博罗县观音阁镇,14393,18641.0,3587.0,139.0,723.0,10.0,2.0,博罗县观音阁镇,POINT (114.5965245502346 23.43664179772149),114.5965245502346,23.436641797721492
博罗县公庄镇,30976,50448.0,20072.0,353.0,2007.0,90.0,11.0,博罗县公庄镇,POINT (114.4006351923778 23.58243970512648),114.40063519237779,23.582439705126475
博罗县杨村镇,12494,45575.0,8048.0,106.0,5478.0,92.0,7.0,博罗县杨村镇,POINT (114.4419967910983 23.45006231672284),114.44199679109835,23.45006231672284
博罗县柏塘镇,25587,52061.0,9896.0,80.0,5256.0,69.0,15.0,博罗县柏塘镇,POINT (114.3102223155594 23.3913147490385),114.31022231555936,23.3913147490385
博罗县泰美镇,17944,34652.0,11756.0,112.0,8596.0,94.0,25.0,博罗县泰美镇,POINT (114.4531460790183 23.32408825766017),114.45314607901834,23.324088257660172
博罗县罗阳镇,25162,205717.0,168928.0,2613.0,31145.0,415.0,81.0,博罗县罗阳镇,POINT (114.3032330690507 23.20944518245355),114.30323306905069,23.209445182453546
博罗县湖镇镇,23724,58249.0,20100.0,357.0,25622.0,157.0,32.0,博罗县湖镇镇,POINT (114.1953801844993 23.28043760998057),114.19538018449934,23.28043760998057
博罗县长宁镇,6140,41137.0,8520.0,253.0,3104.0,110.0,14.0,博罗县长宁镇,POINT (114.0406779701891 23.21234245964844),114.04067797018914,23.212342459648436
博罗县福田镇,9327,38680.0,6450.0,814.0,8673.0,338.0,27.0,博罗县福田镇,POINT (113.9272001690385 23.26193533681119),113.92720016903849,23.261935336811188
博罗县龙华镇,5818,26730.0,2703.0,165.0,12483.0,86.0,13.0,博罗县龙华镇,POINT (114.1098312763178 23.18033054325876),114.10983127631776,23.180330543258762
博罗县园洲镇,11294,152891.0,75676.0,1065.0,12783.0,797.0,71.0,博罗县园洲镇,POINT (113.9939158308454 23.13884493578471),113.99391583084541,23.138844935784714
博罗县石湾镇,8296,120952.0,23892.0,1891.0,51286.0,1637.0,102.0,博罗县石湾镇,POINT (113.9047957228979 23.16534972182776),113.90479572289787,23.165349721827756
博罗县杨侨镇,8961,32562.0,11750.0,76.0,2200.0,46.0,10.0,博罗县杨侨镇,POINT (114.4918559892886 23.47864806848261),114.49185598928858,23.478648068482606
博罗县横河镇,23460,17975.0,2630.0,12.0,820.0,4.0,3.0,博罗县横河镇,POINT (114.1341356844698 23.38284930392346),114.13413568446983,23.38284930392346
惠东县大岭镇,16023,136314.0,98653.0,1682.0,20862.0,568.0,93.0,惠东县大岭镇,POINT (114.721246135582 23.03430556343369),114.72124613558205,23.034305563433694
惠东县白花镇,20389,74642.0,68642.0,645.0,25998.0,304.0,58.0,惠东县白花镇,POINT (114.6385369320034 22.9013172855452),114.63853693200342,22.9013172855452
惠东县梁化镇,26310,51872.0,10720.0,221.0,3570.0,55.0,7.0,惠东县梁化镇,POINT (114.7145799326647 23.12037378620958),114.71457993266468,23.12037378620958
惠东县稔山镇,19155,64820.0,7461.0,654.0,8523.0,97.0,14.0,惠东县稔山镇,POINT (114.7794253901027 22.83305330407834),114.77942539010269,22.833053304078337
惠东县铁涌镇,11666,40987.0,9000.0,366.0,4757.0,57.0,10.0,惠东县铁涌镇,POINT (114.8517804563498 22.73317954032315),114.85178045634977,22.733179540323153
惠东县平海镇,23858,70668.0,24660.0,914.0,7932.0,86.0,2.0,惠东县平海镇,POINT (114.8178894888668 22.65387153297932),114.81788948886681,22.653871532979316
惠东县吉隆镇,12802,83923.0,83923.0,420.0,8643.0,191.0,79.0,惠东县吉隆镇,POINT (114.9017173990315 22.82774303444542),114.90171739903151,22.82774303444542
惠东县黄埠镇,8424,81666.0,66739.0,716.0,39571.0,464.0,111.0,惠东县黄埠镇,POINT (114.9584844957665 22.72144361589777),114.9584844957665,22.72144361589777
