name,area,popall,popcity,companies,worker,industry_comp,big_comp,xzjd,coords,lng,lat
惠东县多祝镇,57530,59287.0,6725.0,410.0,10740.0,93.0,9.0,惠东县多祝镇,POINT (114.9165504162983 23.05175944813922),114.91655041629826,23.05175944813922
惠东县安墩镇,47910,25383.0,2441.0,372.0,1862.0,29.0,1.0,惠东县安墩镇,POINT (115.0206037225126 23.23914716199636),115.02060372251263,23.239147161996364
惠东县高潭镇,19621,7552.0,899.0,134.0,1499.0,20.0,,惠东县高潭镇,POINT (115.3203089608274 23.22816994999443),115.32030896082738,23.228169949994427
惠东县宝口镇,32925,4544.0,892.0,38.0,295.0,20.0,,惠东县宝口镇,POINT (115.2022694534022 23.28339616744259),115.20226945340215,23.28339616744259
惠东县白盆珠镇,39772,11307.0,1182.0,104.0,3867.0,60.0,,惠东县白盆珠镇,POINT (115.1512185486153 23.10616157727309),115.15121854861532,23.106161577273088
龙门县麻榨镇,24015,23495.0,7911.0,125.0,750.0,63.0,16.0,龙门县麻榨镇,POINT (114.0450294132631 23.44970434338754),114.0450294132631,23.449704343387545
龙门县永汉镇,39269,48558.0,17518.0,105.0,9022.0,80.0,13.0,龙门县永汉镇,POINT (113.9443760647157 23.60776427610691),113.94437606471574,23.607764276106913
龙门县龙田镇,17426,24563.0,5261.0,144.0,869.0,27.0,8.0,龙门县龙田镇,POINT (114.2709270929647 23.81223335221756),114.2709270929647,23.812233352217564
龙门县龙潭镇,25740,24492.0,3890.0,135.0,702.0,58.0,8.0,龙门县龙潭镇,POINT (114.0577033139002 23.71719081439638),114.0577033139002,23.71719081439638
龙门县地派镇,21739,16273.0,5216.0,55.0,716.0,34.0,14.0,龙门县地派镇,POINT (114.10572338425 23.84019827262716),114.10572338425004,23.84019827262716
龙门县龙华镇,37454,33129.0,3080.0,378.0,3290.0,45.0,10.0,龙门县龙华镇,POINT (114.1423752077884 23.57910881036039),114.14237520778843,23.57910881036039
龙门县龙江镇,17189,22773.0,1563.0,170.0,1269.0,45.0,10.0,龙门县龙江镇,POINT (114.2694942006914 23.55564343324992),114.26949420069138,23.55564343324992
龙门县蓝田瑶族乡,13079,8330.0,,44.0,1844.0,43.0,7.0,龙门县蓝田瑶族乡,POINT (114.2127151678011 23.89225878023871),114.21271516780114,23.892258780238713
梅江区三角镇,3900,59217.0,8342.0,450.0,9998.0,90.0,19.0,梅江区三角镇,POINT (116.1292316426977 24.2607987839151),116.12923164269772,24.2607987839151
梅江区长沙镇,9476,11367.0,2088.0,23.0,210.0,4.0,1.0,梅江区长沙镇,POINT (116.1424421936548 24.18636687020508),116.14244219365477,24.18636687020508
梅江区城北镇,11778,43218.0,,298.0,1490.0,110.0,3.0,梅江区城北镇,POINT (116.0564706311218 24.36864281870277),116.05647063112183,24.36864281870277
梅江区西阳镇,27266,25164.0,4298.0,109.0,3936.0,73.0,15.0,梅江区西阳镇,POINT (116.2361688568975 24.23741044784779),116.23616885689749,24.23741044784779
大埔县湖寮镇,19860,98566.0,73425.0,1052.0,4692.0,10.0,5.0,大埔县湖寮镇,POINT (116.6802053516118 24.35485782407612),116.68020535161182,24.35485782407612
大埔县青溪镇,16060,10358.0,450.0,18.0,189.0,8.0,1.0,大埔县青溪镇,POINT (116.5929173251723 24.5632620993758),116.5929173251723,24.563262099375798
大埔县三河镇,15023,17546.0,1508.0,63.0,1236.0,36.0,4.0,大埔县三河镇,POINT (116.5500486142564 24.43335781555187),116.55004861425644,24.433357815551872
大埔县银江镇,20982,13200.0,890.0,30.0,154.0,,,大埔县银江镇,POINT (116.4241290269754 24.26272493595973),116.42412902697536,24.26272493595973
大埔县洲瑞镇,8930,11415.0,2789.0,43.0,216.0,22.0,1.0,大埔县洲瑞镇,POINT (116.5269296190042 24.2097006013856),116.52692961900415,24.2097006013856
大埔县光德镇,13107,19562.0,4952.0,36.0,3700.0,29.0,12.0,大埔县光德镇,POINT (116.7177598312693 24.1247657069798),116.7177598312693,24.124765706979797
大埔县桃源镇,7702,11762.0,2494.0,23.0,1501.0,10.0,9.0,大埔县桃源镇,POINT (116.6538829541438 24.07052366429606),116.65388295414375,24.07052366429606
大埔县百侯镇,11024,16909.0,2690.0,30.0,111.0,11.0,,大埔县百侯镇,POINT (116.7722427912258 24.3225947307526),116.77224279122576,24.3225947307526
大埔县大东镇,9168,6924.0,100.0,14.0,112.0,,,大埔县大东镇,POINT (116.8798596989875 24.31736130848982),116.87985969898752,24.317361308489822
大埔县大麻镇,23264,25533.0,4926.0,23.0,116.0,15.0,,大埔县大麻镇,POINT (116.5158274525237 24.353699107588),116.51582745252371,24.353699107587996
大埔县枫朗镇,17523,30414.0,1764.0,40.0,639.0,25.0,2.0,大埔县枫朗镇,POINT (116.8242273666565 24.23333192870954),116.8242273666565,24.23333192870954
大埔县茶阳镇,28881,34739.0,8090.0,208.0,1687.0,39.0,4.0,大埔县茶阳镇,POINT (116.6798396966224 24.55024407654451),116.67983969662237,24.550244076544505
大埔县高陂镇,30891,50026.0,10739.0,142.0,4142.0,97.0,14.0,大埔县高陂镇,POINT (116.6354803817872 24.19731220684139),116.63548038178722,24.197312206841392
大埔县西河镇,19975,21660.0,3168.0,89.0,1037.0,33.0,,大埔县西河镇,POINT (116.7781423644474 24.44568108750676),116.77814236444736,24.445681087506756
丰顺县北斗镇,9029,8856.0,1473.0,6.0,58.0,1.0,,丰顺县北斗镇,POINT (116.0895693122449 23.85339395759635),116.08956931224492,23.853393957596346
丰顺县汤西镇,19696,36448.0,4020.0,118.0,3250.0,116.0,6.0,丰顺县汤西镇,POINT (116.0681127709019 23.75369797697017),116.06811277090186,23.753697976970166
丰顺县汤南镇,4501,36243.0,2169.0,529.0,2916.0,163.0,3.0,丰顺县汤南镇,POINT (116.1747660770492 23.71849242408769),116.17476607704924,23.718492424087692
丰顺县埔寨镇,9770,23024.0,11053.0,48.0,1182.0,30.0,4.0,丰顺县埔寨镇,POINT (116.1095841020042 23.662842295395),116.10958410200422,23.662842295395
丰顺县建桥镇,9410,19856.0,7126.0,4.0,20.0,,,丰顺县建桥镇,POINT (116.0958930013117 23.92038133116379),116.09589300131167,23.920381331163792
丰顺县龙岗镇,11299,11833.0,1435.0,147.0,736.0,54.0,1.0,丰顺县龙岗镇,POINT (116.2244455085992 24.04413435862292),116.22444550859916,24.044134358622923
丰顺县潘田镇,14604,22115.0,2998.0,98.0,495.0,20.0,,丰顺县潘田镇,POINT (116.3231248749934 23.90176924773491),116.32312487499338,23.90176924773491
丰顺县黄金镇,15590,24680.0,5780.0,304.0,1563.0,8.0,,丰顺县黄金镇,POINT (116.3773227198545 23.99854877075425),116.37732271985448,23.998548770754255
丰顺县小胜镇,7569843950981811,,,,,,,丰顺县小胜镇,POINT (116.4572699853243 24.05916104465),116.45726998532434,24.059161044650004
丰顺县砂田镇,14625,12566.0,1521.0,35.0,283.0,28.0,,丰顺县砂田镇,POINT (116.4278557826463 24.16067043570528),116.42785578264628,24.160670435705285
丰顺县八乡山镇,19362,12662.0,1895.0,15.0,75.0,1.0,1.0,丰顺县八乡山镇,POINT (115.9463937011162 23.71333451854941),115.9463937011162,23.713334518549406
丰顺县丰良镇,24960,41087.0,20125.0,23.0,380.0,3.0,1.0,丰顺县丰良镇,POINT (116.1933909392063 23.95073154855857),116.19339093920631,23.950731548558572
丰顺县潭江镇,21771,16020.0,2387.0,5.0,1735.0,3.0,,丰顺县潭江镇,POINT (116.5646282674085 24.04616208390834),116.56462826740845,24.046162083908335
丰顺县汤坑镇,22072,142788.0,60215.0,4666.0,50690.0,1055.0,37.0,丰顺县汤坑镇,POINT (116.2317354210974 23.80283319446232),116.23173542109738,23.80283319446232
丰顺县留隍镇,42823,58707.0,21579.0,248.0,1615.0,90.0,3.0,丰顺县留隍镇,POINT (116.4611202644428 23.87593147540913),116.4611202644428,23.87593147540913
丰顺县大龙华镇,22668,13330.0,3627.0,105.0,685.0,63.0,,丰顺县大龙华镇,POINT (116.3207353965724 24.1049291145299),116.32073539657237,24.104929114529895
五华县转水镇,17567,73000.0,51003.0,80.0,889.0,10.0,1.0,五华县转水镇,POINT (115.6724427612139 23.9923478301284),115.67244276121387,23.992347830128402
五华县潭下镇,23006,30976.0,13525.0,79.0,503.0,11.0,,五华县潭下镇,POINT (115.5213886792038 23.93122717846797),115.5213886792038,23.93122717846797
五华县郭田镇,13660,32149.0,32149.0,45.0,502.0,1.0,,五华县郭田镇,POINT (115.9270056234955 23.83110934858083),115.92700562349552,23.831109348580828
五华县双华镇,14445,31339.0,31339.0,51.0,670.0,1.0,,五华县双华镇,POINT (115.8462882212784 23.73989893545665),115.84628822127836,23.739898935456647
五华县梅林镇,13585,44526.0,44526.0,96.0,2031.0,9.0,,五华县梅林镇,POINT (115.612588279219 23.61195308698423),115.61258827921898,23.611953086984226
五华县华阳镇,14890,45971.0,45971.0,66.0,2315.0,2.0,,五华县华阳镇,POINT (115.489843429648 23.63228562543203),115.48984342964802,23.632285625432033
五华县华城镇,22416,111677.0,111677.0,298.0,3085.0,42.0,2.0,五华县华城镇,POINT (115.5870383091508 24.08023251710895),115.58703830915083,24.080232517108954
五华县周江镇,20129,50353.0,50353.0,58.0,1160.0,5.0,,五华县周江镇,POINT (115.5520985385113 23.76033745458211),115.55209853851134,23.76033745458211
五华县水寨镇,8342,143278.0,97398.0,1713.0,37973.0,188.0,33.0,五华县水寨镇,POINT (115.7771655537254 23.96900226976894),115.7771655537254,23.969002269768936
五华县河东镇,23894,105271.0,105271.0,268.0,3049.0,,,五华县河东镇,POINT (115.8264477906819 23.8836526863508),115.82644779068193,23.883652686350803
五华县岐岭镇,15486,56261.0,56261.0,75.0,1525.0,11.0,2.0,五华县岐岭镇,POINT (115.4799921192379 24.05868412906705),115.47999211923795,24.058684129067053
五华县长布镇,30401,48332.0,3952.0,64.0,571.0,9.0,,五华县长布镇,POINT (115.430533113056 23.81355776164195),115.43053311305597,23.81355776164195
五华县横陂镇,24069,83651.0,83651.0,159.0,4770.0,1.0,,五华县横陂镇,POINT (115.6761957358606 23.8623360735058),115.6761957358606,23.862336073505805
五华县安流镇,24706,113847.0,6845.0,213.0,1942.0,26.0,3.0,五华县安流镇,POINT (115.6862176235821 23.72440749667385),115.68621762358208,23.724407496673848
五华县棉洋镇,24291,101253.0,101253.0,117.0,2569.0,9.0,,五华县棉洋镇,POINT (115.7456136858002 23.6106946000072),115.74561368580017,23.6106946000072
五华县龙村镇,32895,73869.0,3746.0,135.0,889.0,16.0,,五华县龙村镇,POINT (115.5147447009842 23.50095290407529),115.5147447009842,23.500952904075287
平远县石正镇,10100,31736.0,4138.0,65.0,4012.0,61.0,1.0,平远县石正镇,POINT (115.8102709287751 24.52098018292276),115.81027092877508,24.520980182922763
平远县八尺镇,10850,9181.0,1045.0,61.0,1415.0,25.0,2.0,平远县八尺镇,POINT (115.8065762877919 24.7569102077927),115.80657628779188,24.756910207792703
平远县差干镇,9500,6241.0,966.0,117.0,2230.0,41.0,2.0,平远县差干镇,POINT (115.9478558225168 24.88758437966302),115.94785582251683,24.887584379663025
平远县河头镇,8442,6720.0,6720.0,54.0,394.0,8.0,1.0,平远县河头镇,POINT (115.8821379917749 24.68231264011917),115.88213799177488,24.682312640119168
平远县中行镇,6403,5629.0,1200.0,58.0,1116.0,30.0,1.0,平远县中行镇,POINT (115.8197530711348 24.65512806371833),115.81975307113477,24.655128063718326
平远县上举镇,9860,3446.0,179.0,44.0,359.0,14.0,,平远县上举镇,POINT (115.9890563118527 24.81098723190935),115.98905631185265,24.81098723190935
平远县泗水镇,13380,6733.0,2238.0,54.0,416.0,29.0,1.0,平远县泗水镇,POINT (116.0543740247332 24.76519677879382),116.05437402473324,24.765196778793822
平远县长田镇,6822,8896.0,2031.0,52.0,1755.0,22.0,4.0,平远县长田镇,POINT (115.9636949100776 24.46525069469645),115.96369491007759,24.46525069469645
平远县热柘镇,10484,9242.0,860.0,57.0,756.0,23.0,1.0,平远县热柘镇,POINT (115.9954866605058 24.54809353858444),115.99548666050578,24.548093538584435
平远县东石镇,16300,30191.0,2984.0,91.0,4831.0,64.0,6.0,平远县东石镇,POINT (115.9761669292728 24.67921133198706),115.97616692927281,24.67921133198706
平远县仁居镇,19020,18513.0,5203.0,144.0,2300.0,46.0,,平远县仁居镇,POINT (115.8689104953481 24.82516026055762),115.86891049534809,24.825160260557617
平远县大柘镇,15440,87793.0,87793.0,189.0,1235.0,130.0,25.0,平远县大柘镇,POINT (115.9032745931348 24.56653355503658),115.90327459313478,24.56653355503658
蕉岭县三圳镇,9600,14296.0,2723.0,46.0,276.0,6.0,,蕉岭县三圳镇,POINT (116.0899848339237 24.62435231132659),116.08998483392372,24.624352311326593
蕉岭县文福镇,12270,13791.0,6250.0,54.0,473.0,41.0,5.0,蕉岭县文福镇,POINT (116.1994015405269 24.74776141676625),116.19940154052688,24.747761416766252
蕉岭县广福镇,10713,13319.0,1750.0,77.0,850.0,6.0,,蕉岭县广福镇,POINT (116.1504934874386 24.82031384305379),116.15049348743862,24.820313843053793
蕉岭县新铺镇,18499,30340.0,790.0,112.0,1975.0,35.0,6.0,蕉岭县新铺镇,POINT (116.1011422446367 24.53226735739337),116.10114224463675,24.532267357393373
蕉岭县蓝坊镇,12880,11327.0,2150.0,333.0,1832.0,333.0,,蕉岭县蓝坊镇,POINT (116.2474401692829 24.63149826391136),116.24744016928291,24.63149826391136
蕉岭县南礤镇,17390,8656.0,8656.0,42.0,219.0,,,蕉岭县南礤镇,POINT (116.3165132284716 24.76966469097637),116.3165132284716,24.76966469097637
蕉岭县蕉城镇,5733,79580.0,51036.0,342.0,1712.0,27.0,,蕉岭县蕉城镇,POINT (116.17851786533 24.64741812693039),116.17851786532997,24.647418126930386
蕉岭县长潭镇,9159,18255.0,3320.0,74.0,1011.0,,,蕉岭县长潭镇,POINT (116.1221314248794 24.69183666685235),116.12213142487936,24.69183666685235
兴宁市永和镇,10906,32146.0,5676.0,34.0,3886.0,18.0,1.0,兴宁市永和镇,POINT (115.8291711839649 24.1745494318325),115.82917118396487,24.174549431832503
兴宁市新圩镇,10192,31534.0,2075.0,52.0,3820.0,32.0,3.0,兴宁市新圩镇,POINT (115.8895002864869 24.07323823751048),115.88950028648686,24.073238237510477
兴宁市罗浮镇,27444,40908.0,11048.0,48.0,592.0,48.0,,兴宁市罗浮镇,POINT (115.5786813723082 24.5553985739669),115.57868137230815,24.555398573966897
兴宁市罗岗镇,15106,40507.0,2554.0,22.0,215.0,18.0,,兴宁市罗岗镇,POINT (115.6501322516827 24.44977519514539),115.65013225168272,24.449775195145392
兴宁市黄槐镇,9510,24081.0,1761.0,29.0,2067.0,10.0,,兴宁市黄槐镇,POINT (115.7467214485884 24.48475318919521),115.74672144858836,24.484753189195207
兴宁市龙田镇,4640,25992.0,3774.0,33.0,2265.0,33.0,2.0,兴宁市龙田镇,POINT (115.7279225176168 24.22687467499486),115.72792251761676,24.22687467499486
兴宁市石马镇,10800,28406.0,2344.0,20.0,142.0,12.0,,兴宁市石马镇,POINT (115.8120402462601 24.28412458797338),115.81204024626014,24.284124587973384
兴宁市宁中镇,4364,27341.0,1475.0,39.0,682.0,14.0,,兴宁市宁中镇,POINT (115.7580800842637 24.19088052026705),115.75808008426371,24.19088052026705
兴宁市径南镇,14414,23604.0,1285.0,18.0,250.0,10.0,,兴宁市径南镇,POINT (115.9107981900723 24.19635656847678),115.91079819007231,24.19635656847678
兴宁市坭陂镇,8960,61582.0,12220.0,91.0,7680.0,59.0,1.0,兴宁市坭陂镇,POINT (115.8103788004473 24.07403742641834),115.8103788004473,24.074037426418343
兴宁市水口镇,22340,77598.0,11323.0,41.0,343.0,19.0,3.0,兴宁市水口镇,POINT (115.94152706484 23.95316689139167),115.94152706484005,23.953166891391668
兴宁市黄陂镇,12659,50312.0,19439.0,99.0,796.0,18.0,1.0,兴宁市黄陂镇,POINT (115.7237679526981 24.38214693805388),115.72376795269814,24.382146938053882
兴宁市合水镇,10062,21418.0,1345.0,103.0,862.0,16.0,4.0,兴宁市合水镇,POINT (115.7268271725196 24.29824122947601),115.7268271725196,24.298241229476005
兴宁市大坪镇,18699,44961.0,30714.0,13.0,3200.0,13.0,,兴宁市大坪镇,POINT (115.6091678068445 24.33468956105463),115.60916780684454,24.33468956105463
兴宁市叶塘镇,13189,71888.0,12488.0,157.0,3231.0,47.0,12.0,兴宁市叶塘镇,POINT (115.6271074247356 24.20806501766276),115.62710742473561,24.208065017662765
兴宁市新陂镇,4308,28856.0,1758.0,42.0,785.0,23.0,5.0,兴宁市新陂镇,POINT (115.6559434116495 24.14280173854771),115.65594341164955,24.142801738547714
兴宁市刁坊镇,6790,24552.0,1542.0,14.0,1810.0,14.0,1.0,兴宁市刁坊镇,POINT (115.7460181318153 24.07401598638388),115.74601813181533,24.07401598638388
海丰县梅陇镇,15254,135081.0,102522.0,685.0,23491.0,381.0,10.0,海丰县梅陇镇,POINT (115.1893223535803 22.8935139418058),115.18932235358027,22.893513941805796
海丰县小漠镇,3445,11717.0,3219.0,34.0,522.0,34.0,1.0,海丰县小漠镇,POINT (115.0224727032658 22.76749529726321),115.02247270326578,22.767495297263213
海丰县鮜门镇,3450,20439.0,7272.0,45.0,535.0,8.0,1.0,海丰县鮜门镇,POINT (115.126041330486 22.80722258656928),115.12604133048598,22.80722258656928
海丰县联安镇,5208,14938.0,2548.0,17.0,90.0,14.0,,海丰县联安镇,POINT (115.2713092423654 22.9058034785283),115.2713092423654,22.9058034785283
海丰县陶河镇,6410,9976.0,1531.0,5.0,1024.0,1.0,1.0,海丰县陶河镇,POINT (115.3899200927939 22.89215692058554),115.38992009279387,22.89215692058554
海丰县赤坑镇,10313,35557.0,6721.0,175.0,2996.0,163.0,2.0,海丰县赤坑镇,POINT (115.4754901670267 22.85868074825155),115.47549016702666,22.858680748251555
海丰县大湖镇,3185,2944.0,1812.0,31.0,521.0,,,海丰县大湖镇,POINT (115.5640279592208 22.84072930088272),115.56402795922081,22.840729300882725
海丰县可塘镇,7450,45817.0,21525.0,3196.0,31635.0,914.0,6.0,海丰县可塘镇,POINT (115.4471401461948 22.95746431726744),115.44714014619484,22.957464317267444
海丰县黄羌镇,14263,22813.0,4623.0,98.0,606.0,4.0,,海丰县黄羌镇,POINT (115.407938042202 23.16898413562795),115.40793804220205,23.168984135627948
海丰县平东镇,13322,16550.0,6654.0,108.0,850.0,23.0,,海丰县平东镇,POINT (115.4720178963897 23.07294516799325),115.4720178963897,23.072945167993247
海丰县海城镇,23160,158541.0,158541.0,4420.0,26652.0,105.0,1.0,海丰县海城镇,POINT (115.2460091309098 23.02011852463871),115.2460091309098,23.02011852463871
海丰县鹅埠镇,9018,17572.0,1.0,,,,,海丰县鹅埠镇,POINT (114.9743168656767 22.83763629973674),114.97431686567666,22.83763629973674
海丰县赤石镇,30682,23896.0,4600.0,69.0,1561.0,58.0,,海丰县赤石镇,POINT (115.0620701161246 22.9113621709698),115.06207011612456,22.9113621709698
海丰县公平镇,15414,85240.0,85240.0,88.0,30966.0,54.0,24.0,海丰县公平镇,POINT (115.3603623195484 23.07929822387917),115.36036231954836,23.079298223879174
海丰县附城镇,6971,114028.0,95341.0,378.0,6879.0,43.0,7.0,海丰县附城镇,POINT (115.3104633850919 22.94922006252516),115.31046338509195,22.949220062525157
海丰县城东镇,7856,84520.0,21587.0,355.0,5547.0,36.0,6.0,海丰县城东镇,POINT (115.3733621173841 22.99127378378215),115.37336211738412,22.99127378378215
陆河县河田镇,8354,127242.0,46345.0,568.0,30838.0,204.0,,陆河县河田镇,POINT (115.6459593563438 23.31357665319527),115.64595935634381,23.313576653195266
陆河县水唇镇,12162,36850.0,3210.0,42.0,1260.0,32.0,3.0,陆河县水唇镇,POINT (115.7574043232012 23.32210741677073),115.75740432320121,23.322107416770727
陆河县河口镇,15998,44675.0,9500.0,60.0,3000.0,8.0,4.0,陆河县河口镇,POINT (115.6632590926755 23.17268970482162),115.66325909267547,23.17268970482162
陆河县新田镇,17452,33302.0,10661.0,90.0,600.0,30.0,1.0,陆河县新田镇,POINT (115.5085523555118 23.21531547789646),115.50855235551181,23.215315477896457
陆河县上护镇,11114,23566.0,4108.0,40.0,560.0,17.0,3.0,陆河县上护镇,POINT (115.5969383452271 23.2611847927434),115.59693834522713,23.261184792743403
陆河县螺溪镇,14453,29314.0,5000.0,95.0,1040.0,14.0,,陆河县螺溪镇,POINT (115.5987189518271 23.40477649442632),115.5987189518271,23.404776494426315
陆河县东坑镇,7800,13916.0,1655.0,6.0,80.0,,,陆河县东坑镇,POINT (115.71611767249 23.25081142757773),115.71611767249001,23.250811427577727
陆河县南万镇,11119,3043.0,2170.0,19.0,97.0,16.0,,陆河县南万镇,POINT (115.5215034311071 23.33932996478699),115.52150343110706,23.339329964786995
陆丰市甲子镇,1470,112572.0,111952.0,4319.0,27909.0,251.0,24.0,陆丰市甲子镇,POINT (116.0754029117932 22.87994021624574),116.07540291179319,22.879940216245735
陆丰市碣石镇,12000,201512.0,103540.0,589.0,6897.0,531.0,19.0,陆丰市碣石镇,POINT (115.8309063607357 22.8142789413351),115.83090636073574,22.814278941335104
陆丰市湖东镇,5959,73261.0,30004.0,13.0,65.0,3.0,3.0,陆丰市湖东镇,POINT (115.9395226525301 22.8410503269963),115.93952265253009,22.841050326996296
陆丰市大安镇,9350,30751.0,9278.0,49.0,890.0,,,陆丰市大安镇,POINT (115.6285920831205 23.08633880653113),115.62859208312045,23.086338806531128
陆丰市博美镇,5859,51728.0,20368.0,20.0,173.0,1.0,,陆丰市博美镇,POINT (115.7801441894461 22.96585203639343),115.78014418944606,22.965852036393425
陆丰市内湖镇,4200,32851.0,32851.0,46.0,253.0,,,陆丰市内湖镇,POINT (115.8320340768342 22.97019137354989),115.83203407683425,22.970191373549895
陆丰市南塘镇,14151,117200.0,29120.0,146.0,8244.0,49.0,1.0,陆丰市南塘镇,POINT (115.9013282752513 22.91645365132338),115.9013282752513,22.916453651323383
陆丰市陂洋镇,15900,37600.0,13980.0,43.0,222.0,1.0,1.0,陆丰市陂洋镇,POINT (115.8520151401014 23.07555433085545),115.85201514010137,23.07555433085545
陆丰市八万镇,11879,31164.0,2612.0,25.0,610.0,25.0,,陆丰市八万镇,POINT (115.7293280583787 23.06858314961959),115.72932805837871,23.06858314961959
陆丰市金厢镇,5774,35849.0,,34.0,170.0,15.0,1.0,陆丰市金厢镇,POINT (115.7237178457613 22.87174646895977),115.72371784576127,22.871746468959767
陆丰市潭西镇,7348,53415.0,6980.0,16.0,264.0,11.0,,陆丰市潭西镇,POINT (115.5468177007334 22.92974484588515),115.54681770073344,22.92974484588515
陆丰市甲东镇,7500,72285.0,4987.0,21.0,715.0,17.0,4.0,陆丰市甲东镇,POINT (116.1201449666472 22.86363764132279),116.12014496664717,22.863637641322786
陆丰市河东镇,5925,32499.0,9301.0,51.0,8155.0,44.0,2.0,陆丰市河东镇,POINT (115.6630143391914 23.00244365000976),115.66301433919145,23.002443650009756
陆丰市上英镇,5060,23198.0,,16.0,108.0,3.0,,陆丰市上英镇,POINT (115.5758393137819 22.88507018983702),115.57583931378187,22.885070189837023
陆丰市桥冲镇,6600,46801.0,,9.0,54.0,,,陆丰市桥冲镇,POINT (115.7850391896367 22.90127570543073),115.78503918963669,22.901275705430727
陆丰市甲西镇,9620,106584.0,9207.0,11.0,73.0,,,陆丰市甲西镇,POINT (116.0148079895127 22.89228186011668),116.01480798951273,22.892281860116675
陆丰市西南镇,8086,24465.0,24465.0,2.0,21.0,,,陆丰市西南镇,POINT (115.5522996353723 23.06859854024037),115.55229963537226,23.06859854024037
源城区源南镇,11860,53452.0,4452.0,22.0,1685.0,14.0,14.0,源城区源南镇,POINT (114.6509458215478 23.69959470912902),114.65094582154775,23.699594709129016
源城区埔前镇,16200,90369.0,90369.0,51.0,31220.0,45.0,17.0,源城区埔前镇,POINT (114.6013683452987 23.61364957236489),114.6013683452987,23.61364957236489
紫金县紫城镇,38480,174112.0,100683.0,422.0,7287.0,58.0,13.0,紫金县紫城镇,POINT (115.1794159997228 23.63835604067206),115.17941599972283,23.638356040672065
紫金县龙窝镇,42200,76604.0,2168.0,96.0,2843.0,21.0,1.0,紫金县龙窝镇,POINT (115.3151324092852 23.47075334474663),115.31513240928521,23.470753344746633
紫金县九和镇,25497,25653.0,1347.0,24.0,210.0,1.0,1.0,紫金县九和镇,POINT (115.0733351134425 23.4578411874941),115.07333511344245,23.4578411874941
紫金县上义镇,17820,21280.0,2920.0,46.0,805.0,22.0,,紫金县上义镇,POINT (114.8298287890276 23.26944987760297),114.82982878902757,23.269449877602966
紫金县蓝塘镇,30190,81353.0,7688.0,213.0,1066.0,18.0,2.0,紫金县蓝塘镇,POINT (114.9612115923502 23.39510681529969),114.96121159235018,23.395106815299695
紫金县凤安镇,13000,20163.0,2060.0,84.0,431.0,5.0,1.0,紫金县凤安镇,POINT (114.8442198077215 23.41907071807895),114.84421980772152,23.419070718078945
紫金县义容镇,35622,50768.0,5346.0,115.0,1391.0,31.0,5.0,紫金县义容镇,POINT (114.880376175472 23.55801390658523),114.88037617547197,23.558013906585227
紫金县古竹镇,27810,67750.0,25716.0,81.0,7820.0,25.0,4.0,紫金县古竹镇,POINT (114.725843395669 23.49988164760954),114.72584339566896,23.49988164760954
紫金县临江镇,13500,41402.0,2373.0,95.0,6833.0,90.0,21.0,紫金县临江镇,POINT (114.7395953756937 23.66160608501883),114.73959537569367,23.661606085018832
紫金县柏埔镇,13498,28568.0,2850.0,19.0,254.0,6.0,3.0,紫金县柏埔镇,POINT (114.85337248425 23.68679781779374),114.85337248424997,23.686797817793735
紫金县黄塘镇,22631,32309.0,350.0,14.0,84.0,14.0,,紫金县黄塘镇,POINT (114.9829829823921 23.68462007090278),114.98298298239212,23.684620070902785
紫金县敬梓镇,11030,23308.0,700.0,20.0,260.0,,,紫金县敬梓镇,POINT (115.3919006396002 23.64664394145075),115.39190063960017,23.646643941450755
紫金县水墩镇,11484,18010.0,839.0,12.0,248.0,,,紫金县水墩镇,POINT (115.3781976742015 23.55187074567316),115.3781976742015,23.55187074567316
紫金县南岭镇,10020,13199.0,484.0,10.0,250.0,,,紫金县南岭镇,POINT (115.4236457966511 23.32731470232932),115.42364579665106,23.327314702329325
紫金县苏区镇,12500,17212.0,1804.0,26.0,236.0,,,紫金县苏区镇,POINT (115.333697345547 23.37437932202111),115.33369734554702,23.374379322021113
紫金县瓦溪镇,23000,26691.0,951.0,100.0,550.0,18.0,,紫金县瓦溪镇,POINT (115.148048456698 23.51054136175874),115.14804845669802,23.510541361758737
紫金县好义镇,8672,13145.0,1195.0,68.0,1456.0,3.0,1.0,紫金县好义镇,POINT (114.7558034089537 23.37449783585694),114.75580340895368,23.374497835856943
紫金县中坝镇,17633,42060.0,2398.0,66.0,429.0,5.0,,紫金县中坝镇,POINT (115.3192651277193 23.70143416747732),115.3192651277193,23.70143416747732
龙川县老隆镇,10756,219708.0,177293.0,1016.0,7834.0,81.0,5.0,龙川县老隆镇,POINT (115.2611968365577 24.11206813170248),115.26119683655773,24.112068131702483
龙川县义都镇,10640,21742.0,1873.0,18.0,93.0,13.0,,龙川县义都镇,POINT (115.1420014731209 24.15354156427596),115.14200147312094,24.15354156427596
龙川县佗城镇,16513,43256.0,5288.0,89.0,7839.0,89.0,16.0,龙川县佗城镇,POINT (115.192865919259 24.03872765829465),115.192865919259,24.03872765829465
龙川县鹤市镇,5200,17280.0,4635.0,33.0,550.0,15.0,2.0,龙川县鹤市镇,POINT (115.3447140657963 24.0070755280277),115.3447140657963,24.007075528027702
龙川县黄布镇,5614,11010.0,1050.0,14.0,940.0,8.0,,龙川县黄布镇,POINT (115.2852954377894 23.97003777283403),115.28529543778937,23.970037772834026
